telemetry_id,asset_id,reading_ts,power_output_kw,temperature_c,vibration_mm_s,frequency_hz,status_code
AT0000000294,AST000001,2026-04-13 05:00:00,131.760,45.247,1.502,59.9468,NORMAL
AT0000000295,AST000001,2026-04-13 06:00:00,25.594,34.836,1.496,59.9743,WARNING
AT0000000296,AST000001,2026-04-13 07:00:00,424.019,50.090,1.416,59.9380,NORMAL
AT0000000297,AST000001,2026-04-13 08:00:00,284.141,58.626,1.474,60.0186,NORMAL
AT0000000298,AST000001,2026-04-13 09:00:00,314.120,63.823,1.010,60.0131,NORMAL
AT0000000299,AST000001,2026-04-13 10:00:00,375.201,36.187,1.135,60.0056,normal 
AT0000000300,AST000001,2026-04-13 11:00:00,538.750,38.901,1.659,59.9921,normal 
AT0000000301,AST000001,2026-04-13 12:00:00,296.661,50.130,1.266,59.9885,WARNING
AT0000000302,AST000001,2026-04-13 13:00:00,326.352,54.606,1.094,60.0849,normal 
AT0000000303,AST000001,2026-04-13 14:00:00,448.908,46.280,1.084,60.0226,WARNING
AT0000000304,AST000001,2026-04-13 15:00:00,351.605,30.216,0.899,60.0536,TRIP
AT0000000305,AST000001,2026-04-13 16:00:00,322.479,35.161,1.531,59.9449,normal 
AT0000000306,AST000001,2026-04-13 17:00:00,330.042,40.528,0.987,60.0099,NORMAL
AT0000000307,AST000001,2026-04-13 18:00:00,381.304,44.873,1.282,59.9982,NORMAL
AT0000000308,AST000001,2026-04-13 19:00:00,87.265,51.571,1.256,60.0697,NORMAL
AT0000000309,AST000001,2026-04-13 20:00:00,0.000,45.643,1.526,60.0822,TRIP
AT0000000310,AST000001,2026-04-13 21:00:00,0.000,36.162,1.365,60.0880,WARNING
AT0000000311,AST000001,2026-04-13 22:00:00,18.949,49.865,1.865,59.9475,NORMAL
AT0000000312,AST000001,2026-04-13 23:00:00,67.492,38.053,0.794,59.9981,normal 
AT0000000313,AST000001,2026-04-14 00:00:00,0.000,36.032,1.639,60.0513,NORMAL
AT0000000314,AST000001,2026-04-14 01:00:00,0.000,51.228,0.861,59.9454,TRIP
AT0000000315,AST000001,2026-04-14 02:00:00,0.512,46.516,1.174,59.9876,NORMAL
AT0000000316,AST000001,2026-04-14 03:00:00,49.011,44.528,1.628,60.0570,WARNING
AT0000000317,AST000001,2026-04-14 04:00:00,63.009,33.244,1.561,59.9959,NORMAL
AT0000000318,AST000001,2026-04-14 05:00:00,115.675,50.948,1.476,60.0042,NORMAL
AT0000000319,AST000001,2026-04-14 06:00:00,45.616,47.721,1.276,60.0128,normal 
AT0000000320,AST000001,2026-04-14 07:00:00,350.225,44.812,1.593,60.0238,NORMAL
AT0000000321,AST000001,2026-04-14 08:00:00,431.551,43.667,0.567,60.0348,NORMAL
AT0000000322,AST000001,2026-04-14 09:00:00,328.070,35.372,1.215,59.9108,NORMAL
AT0000000323,AST000001,2026-04-14 10:00:00,419.332,22.923,1.026,59.9573,normal 
AT0000000324,AST000001,2026-04-14 11:00:00,274.944,45.389,1.185,59.9343,NORMAL
AT0000000325,AST000001,2026-04-14 12:00:00,382.500,35.769,1.040,60.0197,NORMAL
AT0000000326,AST000001,2026-04-14 13:00:00,212.825,46.227,1.483,60.0449,WARNING
AT0000000327,AST000001,2026-04-14 14:00:00,203.098,42.168,0.842,59.9792,NORMAL
AT0000000328,AST000001,2026-04-14 15:00:00,213.477,37.056,0.887,60.0169,WARNING
AT0000000329,AST000001,2026-04-14 16:00:00,313.658,40.042,1.040,60.0319,normal 
AT0000000330,AST000001,2026-04-14 17:00:00,381.983,43.993,1.101,60.0134,NORMAL
AT0000000331,AST000001,2026-04-14 18:00:00,456.943,41.306,1.012,60.0383,NORMAL
AT0000000332,AST000001,2026-04-14 19:00:00,0.000,40.938,1.037,60.0637,NORMAL
AT0000000333,AST000001,2026-04-14 20:00:00,0.000,42.334,0.537,59.9597,TRIP
AT0000000334,AST000001,2026-04-14 21:00:00,98.139,46.566,1.024,59.9657,WARNING
AT0000000335,AST000001,2026-04-14 22:00:00,0.000,45.227,1.028,59.9461,NORMAL
AT0000000336,AST000001,2026-04-14 23:00:00,99.580,50.218,1.572,59.9879,WARNING
AT0000000337,AST000001,2026-04-15 00:00:00,0.825,35.620,1.021,59.9589,NORMAL
AT0000000338,AST000001,2026-04-15 01:00:00,38.432,34.594,1.062,60.0186,NORMAL
AT0000000339,AST000001,2026-04-15 02:00:00,46.190,50.588,1.194,60.0070,NORMAL
AT0000000340,AST000001,2026-04-15 03:00:00,0.000,51.846,1.191,60.0668,WARNING
AT0000000341,AST000001,2026-04-15 04:00:00,132.271,38.323,1.556,60.0049,TRIP
AT0000000342,AST000001,2026-04-15 05:00:00,0.000,56.080,1.169,60.0015,NORMAL
AT0000000343,AST000001,2026-04-15 06:00:00,0.000,41.256,1.128,59.9986,NORMAL
AT0000000344,AST000001,2026-04-15 07:00:00,428.692,27.355,1.584,59.9567,normal 
AT0000000345,AST000001,2026-04-15 08:00:00,238.631,46.798,0.607,60.0612,WARNING
AT0000000346,AST000001,2026-04-15 09:00:00,323.080,37.915,1.219,60.0548,normal 
AT0000000347,AST000001,2026-04-15 10:00:00,308.574,34.603,0.852,60.0113,TRIP
AT0000000348,AST000001,2026-04-15 11:00:00,382.342,39.827,0.814,60.0392,normal 
AT0000000349,AST000001,2026-04-15 12:00:00,395.833,30.357,1.331,60.0313,NORMAL
AT0000000350,AST000001,2026-04-15 13:00:00,299.386,43.398,1.303,59.9918,normal 
AT0000000351,AST000001,2026-04-15 14:00:00,454.200,55.020,1.435,59.9900,WARNING
AT0000000352,AST000001,2026-04-15 15:00:00,318.510,27.938,1.081,59.9788,normal 
AT0000000353,AST000001,2026-04-15 16:00:00,561.251,48.110,1.278,60.0024,TRIP
AT0000000354,AST000001,2026-04-15 17:00:00,382.074,33.800,0.808,59.9436,TRIP
AT0000000355,AST000001,2026-04-15 18:00:00,238.210,43.910,0.861,59.9127,WARNING
AT0000000356,AST000001,2026-04-15 19:00:00,136.549,34.338,1.078,60.0212,NORMAL
AT0000000357,AST000001,2026-04-15 20:00:00,52.978,51.824,1.110,60.0054,WARNING
AT0000000358,AST000001,2026-04-15 21:00:00,0.000,50.309,0.639,60.0530,normal 
AT0000000359,AST000001,2026-04-15 22:00:00,144.847,49.657,0.560,60.0204,TRIP
AT0000000360,AST000001,2026-04-15 23:00:00,15.743,41.129,0.930,60.0574,NORMAL
AT0000000361,AST000001,2026-04-16 00:00:00,0.000,30.740,1.213,60.0155,normal 
AT0000000362,AST000001,2026-04-16 01:00:00,34.210,49.085,1.154,59.9535,WARNING
AT0000000363,AST000001,2026-04-16 02:00:00,114.995,40.488,0.814,59.8887,NORMAL
AT0000000364,AST000001,2026-04-16 03:00:00,0.000,52.689,1.463,60.1499,NORMAL
AT0000000365,AST000001,2026-04-16 04:00:00,63.590,42.571,1.399,60.0606,NORMAL
AT0000000366,AST000001,2026-04-16 05:00:00,0.000,48.031,0.802,60.1003,NORMAL
AT0000000367,AST000001,2026-04-16 06:00:00,215.217,36.190,1.371,59.9710,WARNING
AT0000000368,AST000001,2026-04-16 07:00:00,408.383,44.630,1.464,60.0175,normal 
AT0000000369,AST000001,2026-04-16 08:00:00,454.003,33.081,1.207,60.0219,TRIP
AT0000000370,AST000001,2026-04-16 09:00:00,386.960,40.369,1.080,59.9603,TRIP
AT0000000371,AST000001,2026-04-16 10:00:00,297.739,47.385,1.426,59.9734,WARNING
AT0000000372,AST000001,2026-04-16 11:00:00,420.035,33.848,0.880,60.0336,NORMAL
AT0000000373,AST000001,2026-04-16 12:00:00,371.685,33.516,1.602,60.0277,NORMAL
AT0000000374,AST000001,2026-04-16 13:00:00,324.529,23.837,1.497,60.0314,normal 
AT0000000375,AST000001,2026-04-16 14:00:00,229.091,31.507,1.110,60.0163,normal 
AT0000000376,AST000001,2026-04-16 15:00:00,380.125,50.375,0.925,59.9556,TRIP
AT0000000377,AST000001,2026-04-16 16:00:00,236.324,40.668,1.047,60.0044,WARNING
AT0000000378,AST000001,2026-04-16 17:00:00,333.800,30.884,1.676,59.9802,NORMAL
AT0000000379,AST000001,2026-04-16 18:00:00,249.696,36.633,1.320,59.9544,TRIP
AT0000000380,AST000001,2026-04-16 19:00:00,0.000,38.940,1.201,59.8751,WARNING
AT0000000381,AST000001,2026-04-16 20:00:00,3.281,45.266,1.229,60.0491,NORMAL
AT0000000382,AST000001,2026-04-16 21:00:00,41.077,30.810,1.304,60.0344,TRIP
AT0000000383,AST000001,2026-04-16 22:00:00,0.000,37.750,0.733,60.0535,TRIP
AT0000000384,AST000001,2026-04-16 23:00:00,0.000,33.291,1.805,59.8993,NORMAL
AT0000000385,AST000001,2026-04-17 00:00:00,0.000,36.644,1.101,60.0330,WARNING
AT0000000386,AST000001,2026-04-17 01:00:00,3.401,41.896,1.479,59.9481,normal 
AT0000000387,AST000001,2026-04-17 02:00:00,80.998,40.209,1.593,60.0510,NORMAL
AT0000000388,AST000001,2026-04-17 03:00:00,62.749,38.270,1.495,59.9768,NORMAL
AT0000000389,AST000001,2026-04-17 04:00:00,67.111,45.182,1.224,59.9754,NORMAL
AT0000000390,AST000001,2026-04-17 05:00:00,69.469,31.328,0.620,60.0480,WARNING
AT0000000391,AST000001,2026-04-17 06:00:00,28.390,55.057,1.002,60.0911,WARNING
AT0000000392,AST000001,2026-04-17 07:00:00,206.696,47.245,1.488,60.0209,normal 
AT0000000393,AST000001,2026-04-17 08:00:00,381.429,54.892,1.876,60.0412,NORMAL
AT0000000394,AST000001,2026-04-17 09:00:00,381.587,40.293,1.307,60.0586,normal 
AT0000000395,AST000001,2026-04-17 10:00:00,353.978,31.436,1.604,59.9524,WARNING
AT0000000396,AST000001,2026-04-17 11:00:00,381.236,33.576,1.491,59.9329,NORMAL
AT0000000397,AST000001,2026-04-17 12:00:00,306.054,42.835,1.594,59.9934,NORMAL
AT0000000398,AST000001,2026-04-17 13:00:00,341.883,50.049,1.205,59.9496,NORMAL
AT0000000399,AST000001,2026-04-17 14:00:00,364.518,45.723,1.116,59.9452,TRIP
AT0000000400,AST000001,2026-04-17 15:00:00,483.536,37.884,1.318,59.9666,WARNING
AT0000000401,AST000001,2026-04-17 16:00:00,519.873,46.644,1.131,60.0219,normal 
AT0000000402,AST000001,2026-04-17 17:00:00,444.482,49.879,1.737,60.0439,WARNING
AT0000000403,AST000001,2026-04-17 18:00:00,302.468,45.071,0.641,60.0083,NORMAL
AT0000000404,AST000001,2026-04-17 19:00:00,68.800,43.771,1.369,60.0378,WARNING
AT0000000405,AST000001,2026-04-17 20:00:00,0.000,32.515,1.054,59.9171,NORMAL
AT0000000406,AST000001,2026-04-17 21:00:00,150.729,40.425,1.938,60.0604,NORMAL
AT0000000407,AST000001,2026-04-17 22:00:00,0.000,38.517,1.220,59.9486,NORMAL
AT0000000408,AST000001,2026-04-17 23:00:00,11.091,33.171,1.401,59.9779,NORMAL
AT0000000409,AST000001,2026-04-18 00:00:00,24.902,40.193,0.956,60.0636,NORMAL
AT0000000410,AST000001,2026-04-18 01:00:00,0.000,32.343,1.059,60.0322,NORMAL
AT0000000411,AST000001,2026-04-18 02:00:00,0.000,43.713,1.258,60.0279,WARNING
AT0000000412,AST000001,2026-04-18 03:00:00,0.000,50.761,1.127,59.9842,normal 
AT0000000413,AST000001,2026-04-18 04:00:00,bad,49.004,1.286,59.9393,WARNING
AT0000000414,AST000001,2026-04-18 05:00:00,0.000,41.899,0.358,60.0779,WARNING
AT0000000415,AST000001,2026-04-18 06:00:00,0.000,33.183,1.675,59.9570,WARNING
AT0000000416,AST000001,2026-04-18 07:00:00,276.426,43.953,1.184,60.0859,WARNING
AT0000000417,AST000001,2026-04-18 08:00:00,259.373,64.657,0.769,59.8929,WARNING
AT0000000418,AST000001,2026-04-18 09:00:00,315.691,34.265,1.204,60.0331,NORMAL
AT0000000419,AST000001,2026-04-18 10:00:00,352.524,50.518,1.389,59.9391,NORMAL
AT0000000420,AST000001,2026-04-18 11:00:00,260.491,34.596,1.205,60.0540,WARNING
AT0000000421,AST000001,2026-04-18 12:00:00,197.855,52.215,0.790,60.0577,NORMAL
AT0000000422,AST000001,2026-04-18 13:00:00,161.751,44.508,1.543,60.0490,NORMAL
AT0000000423,AST000001,2026-04-18 14:00:00,558.068,26.325,1.040,59.9477,NORMAL
AT0000000424,AST000001,2026-04-18 15:00:00,411.833,43.384,1.387,59.9265,NORMAL
AT0000000425,AST000001,2026-04-18 16:00:00,451.655,38.151,0.693,60.0089,NORMAL
AT0000000426,AST000001,2026-04-18 17:00:00,252.723,47.181,1.299,60.0031,normal 
AT0000000427,AST000001,2026-04-18 18:00:00,248.178,31.385,1.331,60.0628,WARNING
AT0000000428,AST000001,2026-04-18 19:00:00,41.708,51.613,1.607,59.9545,NORMAL
AT0000000429,AST000001,2026-04-18 20:00:00,37.779,41.085,1.260,60.0048,TRIP
AT0000000430,AST000001,2026-04-18 21:00:00,0.000,48.153,1.269,59.9474,NORMAL
AT0000000431,AST000001,2026-04-18 22:00:00,0.000,42.513,1.733,60.0119,normal 
AT0000000432,AST000001,2026-04-18 23:00:00,63.537,27.310,1.080,60.0225,NORMAL
AT0000000433,AST000001,2026-04-19 00:00:00,0.000,34.320,0.975,60.0159,NORMAL
AT0000000434,AST000001,2026-04-19 01:00:00,69.895,52.184,0.858,59.9870,NORMAL
AT0000000435,AST000001,2026-04-19 02:00:00,30.746,50.539,1.205,60.0276,TRIP
AT0000000436,AST000001,2026-04-19 03:00:00,120.030,53.598,1.526,59.9835,NORMAL
AT0000000437,AST000001,2026-04-19 04:00:00,0.000,46.777,1.762,59.9520,normal 
AT0000000438,AST000001,2026-04-19 05:00:00,0.000,26.135,1.479,60.0138,NORMAL
AT0000000439,AST000001,2026-04-19 06:00:00,80.372,42.509,1.278,60.0783,normal 
AT0000000440,AST000001,2026-04-19 07:00:00,317.731,42.040,1.019,59.9643,WARNING
AT0000000441,AST000001,2026-04-19 08:00:00,284.046,63.540,1.294,59.9544,NORMAL
AT0000000442,AST000001,2026-04-19 09:00:00,295.636,41.645,1.624,59.9166,normal 
AT0000000443,AST000001,2026-04-19 10:00:00,386.198,51.808,1.236,60.0125,WARNING
AT0000000444,AST000001,2026-04-19 11:00:00,391.998,35.087,1.609,59.9647,NORMAL
AT0000000445,AST000001,2026-04-19 12:00:00,276.301,44.169,1.782,59.9918,TRIP
AT0000000446,AST000001,2026-04-19 13:00:00,287.265,41.953,1.083,59.9702,TRIP
AT0000000447,AST000001,2026-04-19 14:00:00,546.987,49.949,1.103,60.0182,TRIP
AT0000000448,AST000001,2026-04-19 15:00:00,421.693,51.025,0.906,59.9982,NORMAL
AT0000000449,AST000001,2026-04-19 16:00:00,192.939,41.935,0.695,60.0502,NORMAL
AT0000000450,AST000001,2026-04-19 17:00:00,430.359,33.479,1.162,60.0345,WARNING
AT0000000451,AST000001,2026-04-19 18:00:00,376.050,27.414,1.254,59.9734,NORMAL
AT0000000452,AST000001,2026-04-19 19:00:00,106.328,38.614,1.552,60.0464,NORMAL
AT0000000453,AST000001,2026-04-19 20:00:00,0.000,50.533,0.841,59.9369,NORMAL
AT0000000454,AST000001,2026-04-19 21:00:00,0.000,38.387,1.218,59.9542,normal 
AT0000000455,AST000001,2026-04-19 22:00:00,0.000,48.413,0.681,59.9404,TRIP
AT0000000456,AST000001,2026-04-19 23:00:00,26.604,44.562,1.376,60.0201,NORMAL
AT0000000457,AST000001,2026-04-20 00:00:00,0.000,44.272,1.565,59.8704,normal 
AT0000000458,AST000001,2026-04-20 01:00:00,0.000,25.448,1.443,60.1146,TRIP
AT0000000459,AST000001,2026-04-20 02:00:00,0.000,45.785,0.966,59.8998,NORMAL
AT0000000460,AST000001,2026-04-20 03:00:00,0.000,56.634,1.477,60.0358,WARNING
AT0000000461,AST000001,2026-04-20 04:00:00,101.265,40.482,1.349,60.0119,NORMAL
AT0000000462,AST000001,2026-04-20 05:00:00,44.990,43.840,1.382,59.9663,NORMAL
AT0000000463,AST000001,2026-04-20 06:00:00,0.000,43.767,1.452,60.0009,WARNING
AT0000000464,AST000001,2026-04-20 07:00:00,441.067,45.106,1.130,60.0050,WARNING
AT0000000465,AST000001,2026-04-20 08:00:00,484.557,29.771,1.531,59.9975,NORMAL
AT0000000466,AST000001,2026-04-20 09:00:00,437.395,27.831,1.463,60.0072,NORMAL
AT0000000467,AST000001,2026-04-20 10:00:00,387.394,34.225,1.234,59.9421,normal 
AT0000000468,AST000001,2026-04-20 11:00:00,335.392,28.257,1.378,60.0508,TRIP
AT0000000469,AST000001,2026-04-20 12:00:00,252.157,45.220,1.253,60.0705,WARNING
AT0000000470,AST000001,2026-04-20 13:00:00,381.434,27.906,1.210,60.0254,TRIP
AT0000000471,AST000001,2026-04-20 14:00:00,320.452,43.255,1.840,59.9381,NORMAL
AT0000000472,AST000001,2026-04-20 15:00:00,401.585,45.649,1.455,60.0096,NORMAL
AT0000000473,AST000001,2026-04-20 16:00:00,279.184,37.754,0.950,59.9467,NORMAL
AT0000000474,AST000001,2026-04-20 17:00:00,341.703,47.928,0.951,59.9800,NORMAL
AT0000000475,AST000001,2026-04-20 18:00:00,287.090,40.441,1.446,60.0023,NORMAL
AT0000000476,AST000001,2026-04-20 19:00:00,0.000,56.145,1.203,60.0659,TRIP
AT0000000477,AST000001,2026-04-20 20:00:00,0.000,31.239,1.390,59.9814,NORMAL
AT0000000478,AST000001,2026-04-20 21:00:00,84.754,50.279,1.297,60.0001,NORMAL
AT0000000479,AST000001,2026-04-20 22:00:00,26.466,36.540,0.484,60.0776,WARNING
AT0000000480,AST000001,2026-04-20 23:00:00,0.000,29.050,0.768,60.0221,NORMAL
AT0000000481,AST000001,2026-04-21 00:00:00,11.475,36.472,1.310,59.9939,TRIP
AT0000000482,AST000001,2026-04-21 01:00:00,143.813,37.849,1.418,59.9787,NORMAL
AT0000000483,AST000001,2026-04-21 02:00:00,0.000,29.404,1.064,60.0948,normal 
AT0000000484,AST000001,2026-04-21 03:00:00,0.000,55.325,1.009,60.0454,NORMAL
AT0000000485,AST000001,2026-04-21 04:00:00,0.000,54.458,0.497,60.1004,TRIP
AT0000000486,AST000001,2026-04-21 05:00:00,55.835,35.564,1.250,60.0274,NORMAL
AT0000000487,AST000001,2026-04-21 06:00:00,53.105,35.879,1.170,60.0053,NORMAL
AT0000000488,AST000001,2026-04-21 07:00:00,301.363,31.105,0.939,60.0604,NORMAL
AT0000000489,AST000001,2026-04-21 08:00:00,450.925,26.851,1.270,60.0491,NORMAL
AT0000000490,AST000001,2026-04-21 09:00:00,360.146,47.882,1.554,60.0027,TRIP
AT0000000491,AST000001,2026-04-21 10:00:00,433.189,41.168,0.493,59.9813,NORMAL
AT0000000492,AST000001,2026-04-21 11:00:00,280.112,38.439,1.335,59.9798,TRIP
AT0000000493,AST000001,2026-04-21 12:00:00,267.286,46.508,0.994,60.0859,NORMAL
AT0000000494,AST000001,2026-04-21 13:00:00,264.361,44.993,1.532,59.9740,TRIP
AT0000000495,AST000001,2026-04-21 14:00:00,587.633,42.635,1.053,59.9636,NORMAL
AT0000000496,AST000001,2026-04-21 15:00:00,430.713,37.578,1.910,59.9671,NORMAL
AT0000000497,AST000001,2026-04-21 16:00:00,183.333,31.501,1.017,60.0291,WARNING
AT0000000498,AST000001,2026-04-21 17:00:00,507.801,40.896,0.851,60.0732,WARNING
AT0000000499,AST000001,2026-04-21 18:00:00,327.541,37.838,1.835,60.0849,NORMAL
AT0000000500,AST000001,2026-04-21 19:00:00,3.113,39.776,1.168,60.0835,NORMAL
AT0000000501,AST000001,2026-04-21 20:00:00,0.000,39.826,0.977,60.0361,NORMAL
AT0000000502,AST000001,2026-04-21 21:00:00,11.077,17.115,0.936,59.9264,NORMAL
AT0000000503,AST000001,2026-04-21 22:00:00,2.921,44.484,0.820,59.9799,NORMAL
AT0000000504,AST000001,2026-04-21 23:00:00,56.401,35.478,1.467,60.0535,NORMAL
AT0000000505,AST000001,2026-04-22 00:00:00,0.000,28.602,1.060,59.9225,NORMAL
AT0000000506,AST000001,2026-04-22 01:00:00,124.576,44.898,0.920,60.0441,NORMAL
AT0000000507,AST000001,2026-04-22 02:00:00,32.545,30.179,1.003,60.0249,NORMAL
AT0000000508,AST000001,2026-04-22 03:00:00,27.731,37.232,0.765,60.0176,normal 
AT0000000509,AST000001,2026-04-22 04:00:00,0.000,51.896,0.969,59.9830,NORMAL
AT0000000510,AST000001,2026-04-22 05:00:00,0.000,39.174,1.465,60.0133,NORMAL
AT0000000511,AST000001,2026-04-22 06:00:00,93.483,32.382,0.939,60.0635,NORMAL
AT0000000512,AST000001,2026-04-22 07:00:00,438.157,56.548,1.917,60.0527,WARNING
AT0000000513,AST000001,2026-04-22 08:00:00,467.676,43.931,1.135,59.9976,NORMAL
AT0000000514,AST000001,2026-04-22 09:00:00,479.552,46.189,1.066,60.0814,TRIP
AT0000000515,AST000001,2026-04-22 10:00:00,332.222,45.153,1.077,60.0528,normal 
AT0000000516,AST000001,2026-04-22 11:00:00,410.650,48.508,1.103,59.8481,NORMAL
AT0000000517,AST000001,2026-04-22 12:00:00,375.422,37.277,1.239,59.9815,normal 
AT0000000518,AST000001,2026-04-22 13:00:00,434.019,27.239,1.237,60.0545,NORMAL
AT0000000519,AST000001,2026-04-22 14:00:00,369.356,41.670,1.406,59.9981,NORMAL
AT0000000520,AST000001,2026-04-22 15:00:00,470.412,62.775,0.524,59.9615,WARNING
AT0000000521,AST000001,2026-04-22 16:00:00,236.347,28.837,1.236,60.1006,NORMAL
AT0000000522,AST000001,2026-04-22 17:00:00,411.310,48.219,0.963,59.9582,WARNING
AT0000000523,AST000001,2026-04-22 18:00:00,365.971,33.162,1.118,59.9829,normal 
AT0000000524,AST000001,2026-04-22 19:00:00,60.681,42.502,1.394,59.9787,normal 
AT0000000525,AST000001,2026-04-22 20:00:00,0.000,45.521,0.920,60.0589,normal 
AT0000000526,AST000001,2026-04-22 21:00:00,0.000,29.719,0.921,60.0212,TRIP
AT0000000527,AST000001,2026-04-22 22:00:00,0.000,45.067,1.102,59.9909,NORMAL
AT0000000528,AST000001,2026-04-22 23:00:00,40.504,45.722,1.446,59.9901,WARNING
AT0000000529,AST000001,2026-04-23 00:00:00,0.000,29.206,1.136,60.0027,NORMAL
AT0000000530,AST000001,2026-04-23 01:00:00,0.000,20.998,1.435,60.0081,normal 
AT0000000531,AST000001,2026-04-23 02:00:00,0.000,40.152,1.042,59.9464,NORMAL
AT0000000532,AST000001,2026-04-23 03:00:00,2.526,40.735,1.128,60.0083,NORMAL
AT0000000533,AST000001,2026-04-23 04:00:00,32.888,41.500,1.091,59.8827,WARNING
AT0000000534,AST000001,2026-04-23 05:00:00,36.628,48.547,1.561,59.9923,WARNING
AT0000000535,AST000001,2026-04-23 06:00:00,184.905,50.609,0.943,60.0892,WARNING
AT0000000536,AST000001,2026-04-23 07:00:00,181.548,33.277,1.324,60.0599,normal 
AT0000000537,AST000001,2026-04-23 08:00:00,419.134,41.807,1.536,59.9378,WARNING
AT0000000538,AST000001,2026-04-23 09:00:00,382.277,42.535,0.921,60.0888,normal 
AT0000000539,AST000001,2026-04-23 10:00:00,392.997,29.462,1.016,60.0170,WARNING
AT0000000540,AST000001,2026-04-23 11:00:00,447.643,43.636,1.611,60.0538,normal 
AT0000000541,AST000001,2026-04-23 12:00:00,326.337,43.748,1.463,59.9371,WARNING
AT0000000542,AST000001,2026-04-23 13:00:00,393.158,43.918,1.229,60.0254,normal 
AT0000000543,AST000001,2026-04-23 14:00:00,337.481,42.068,1.344,60.0099,NORMAL
AT0000000544,AST000001,2026-04-23 15:00:00,126.734,25.763,1.227,60.0609,TRIP
AT0000000545,AST000001,2026-04-23 16:00:00,204.766,30.820,1.676,60.0131,TRIP
AT0000000546,AST000001,2026-04-23 17:00:00,433.268,45.351,0.986,60.0198,NORMAL
AT0000000547,AST000001,2026-04-23 18:00:00,381.223,44.962,0.961,60.0502,NORMAL
AT0000000548,AST000001,2026-04-23 19:00:00,34.701,44.483,1.992,59.9812,NORMAL
AT0000000549,AST000001,2026-04-23 20:00:00,76.343,55.404,1.490,60.0324,normal 
AT0000000550,AST000001,2026-04-23 21:00:00,0.000,47.872,1.517,59.9012,normal 
AT0000000551,AST000001,2026-04-23 22:00:00,36.761,31.406,1.697,60.0114,TRIP
AT0000000552,AST000001,2026-04-23 23:00:00,0.000,45.934,1.326,59.8713,normal 
AT0000000553,AST000001,2026-04-24 00:00:00,4.851,42.367,1.187,60.0294,NORMAL
AT0000000554,AST000001,2026-04-24 01:00:00,2.463,47.010,0.922,59.9528,TRIP
AT0000000555,AST000001,2026-04-24 02:00:00,0.000,45.521,0.819,59.9826,NORMAL
AT0000000556,AST000001,2026-04-24 03:00:00,45.693,56.853,0.975,60.0477,NORMAL
AT0000000557,AST000001,2026-04-24 04:00:00,0.000,46.168,1.195,60.1110,NORMAL
AT0000000558,AST000001,2026-04-24 05:00:00,0.000,43.493,1.579,59.9907,normal 
AT0000000559,AST000001,2026-04-24 06:00:00,27.772,46.045,1.392,60.0872,NORMAL
AT0000000560,AST000001,2026-04-24 07:00:00,452.937,46.428,1.338,59.9971,NORMAL
AT0000000561,AST000001,2026-04-24 08:00:00,311.760,49.292,0.539,60.0237,NORMAL
AT0000000562,AST000001,2026-04-24 09:00:00,324.610,45.985,1.048,59.9723,NORMAL
AT0000000563,AST000001,2026-04-24 10:00:00,285.319,29.578,0.887,59.9879,WARNING
AT0000000564,AST000001,2026-04-24 11:00:00,469.593,32.922,1.584,59.8980,WARNING
AT0000000565,AST000001,2026-04-24 12:00:00,323.212,33.247,1.382,59.9602,NORMAL
AT0000000566,AST000001,2026-04-24 13:00:00,370.843,33.029,1.132,59.9328,TRIP
AT0000000567,AST000001,2026-04-24 14:00:00,364.280,37.807,1.032,59.9430,NORMAL
