payment_id,transaction_id,payment_method,payment_status,payment_amount
PAY000000500,TXN000000475,Credit Card,Approved,110.11
PAY000000501,TXN000000476,Cash,Declined,264.72
PAY000000502,TXN000000477,Gift Card,Approved,259.71
PAY000000503,TXN000000478,Mobile Pay,Reversed,476.66
PAY000000504,TXN000000479,Mobile Pay,Reversed,5.79
PAY000000505,TXN_BAD,credit card,Approved,183.58
PAY000000506,TXN000000481,Credit Card,Approved,154.65
PAY000000507,TXN000000482,credit card,Reversed,374.25
PAY000000508,TXN000000483,Mobile Pay,Reversed,19.25
PAY000000509,TXN000000484,Credit Card,Approved,460.46
PAY000000510,TXN000000485,Cash,Declined,447.24
PAY000000511,TXN000000486,Credit Card,Reversed,474.94
PAY000000512,TXN000000487,Debit Card,Declined,98.52
PAY000000513,TXN000000488,Credit Card,Reversed,75.89
PAY000000514,TXN000000489,Credit Card,Approved,305.02
PAY000000515,TXN000000490,Credit Card,Declined,172.33
PAY000000516,TXN000000491,Cash,Reversed,441.39
PAY000000517,TXN000000492,Mobile Pay,Approved,231.82
PAY000000518,TXN000000493,credit card,approved ,475.13
PAY000000519,TXN000000494,Debit Card,Approved,36.49
PAY000000520,TXN000000495,Credit Card,Approved,83.73
PAY000000521,TXN000000496,Debit Card,approved ,6.54
PAY000000522,TXN000000497,Credit Card,Approved,288.47
PAY000000523,TXN000000498,Cash,Reversed,237.71
PAY000000524,TXN000000499,credit card,Approved,421.96
PAY000000525,TXN000000500,Debit Card,Reversed,273.14
PAY000000526,TXN000000501,credit card,Approved,392.18
PAY000000527,TXN000000502,Gift Card,Reversed,382.40
PAY000000528,TXN000000503,Debit Card,Approved,361.35
PAY000000529,TXN000000504,credit card,approved ,373.61
PAY000000530,TXN000000505,credit card,Declined,69.71
PAY000000531,TXN000000506,Debit Card,Approved,295.96
PAY000000532,TXN000000507,Cash,Approved,484.53
PAY000000533,TXN000000508,Debit Card,Declined,167.08
PAY000000534,TXN000000509,credit card,Declined,237.71
PAY000000535,TXN000000510,Cash,Approved,498.83
PAY000000536,TXN000000511,Gift Card,Reversed,178.87
PAY000000537,TXN000000512,credit card,Approved,144.69
PAY000000538,TXN000000513,credit card,Approved,460.59
PAY000000539,TXN000000514,credit card,approved ,193.83
PAY000000540,TXN000000515,Debit Card,Approved,154.86
PAY000000541,TXN000000516,Debit Card,Approved,433.30
PAY000000542,TXN000000517,Debit Card,Reversed,271.70
PAY000000543,TXN000000518,Gift Card,Approved,453.59
PAY000000544,TXN000000519,Cash,Reversed,325.46
PAY000000545,TXN000000520,Cash,Approved,236.65
PAY000000546,TXN000000521,Mobile Pay,Approved,24.35
PAY000000547,TXN000000522,Credit Card,Approved,414.52
PAY000000548,TXN000000523,Cash,Reversed,383.94
PAY000000549,TXN000000524,Debit Card,approved ,112.41
PAY000000550,TXN000000525,Mobile Pay,Declined,174.11
PAY000000551,TXN000000526,Gift Card,Declined,14.76
PAY000000552,TXN000000527,Credit Card,Approved,142.86
PAY000000553,TXN000000528,Cash,Approved,113.16
PAY000000554,TXN000000529,Debit Card,Declined,156.33
PAY000000555,TXN000000530,Gift Card,Approved,85.08
PAY000000556,TXN000000531,credit card,Reversed,380.87
PAY000000557,TXN000000532,Credit Card,Approved,233.78
PAY000000558,TXN_BAD,Mobile Pay,Approved,481.91
PAY000000559,TXN000000533,Credit Card,Approved,18.63
PAY000000560,TXN000000534,Gift Card,Approved,306.18
PAY000000561,TXN000000535,Debit Card,Approved,433.96
PAY000000562,TXN000000536,Mobile Pay,Approved,195.31
PAY000000563,TXN000000537,Mobile Pay,approved ,48.42
PAY000000564,TXN000000538,Mobile Pay,Declined,139.50
PAY000000565,TXN000000539,credit card,Approved,21.74
PAY000000566,TXN000000540,Gift Card,Approved,69.73
PAY000000567,TXN000000541,credit card,Reversed,226.11
PAY000000568,TXN000000542,Debit Card,approved ,30.36
PAY000000569,TXN000000543,Gift Card,Approved,406.04
PAY000000570,TXN000000544,Debit Card,Reversed,280.55
PAY000000571,TXN000000545,Gift Card,Declined,221.79
PAY000000572,TXN000000546,credit card,Approved,409.09
PAY000000573,TXN000000547,Cash,Reversed,341.36
PAY000000574,TXN000000548,Debit Card,Approved,356.27
PAY000000575,TXN000000549,credit card,Reversed,449.35
PAY000000576,TXN000000550,Cash,Reversed,487.05
PAY000000577,TXN000000551,Cash,approved ,166.67
PAY000000578,TXN000000552,Credit Card,approved ,152.89
PAY000000579,TXN000000553,Mobile Pay,Declined,292.83
PAY000000580,TXN000000554,Cash,Approved,128.71
PAY000000581,TXN000000555,Cash,Approved,129.89
PAY000000582,TXN000000556,Mobile Pay,Approved,212.51
PAY000000583,TXN000000557,Mobile Pay,Declined,307.82
PAY000000584,TXN000000558,Mobile Pay,approved ,347.35
PAY000000585,TXN000000559,Credit Card,approved ,118.72
PAY000000586,TXN000000560,Debit Card,Declined,371.97
PAY000000587,TXN000000561,Cash,Approved,323.47
PAY000000588,TXN000000562,credit card,approved ,138.97
PAY000000589,TXN000000563,Debit Card,Declined,276.49
PAY000000590,TXN000000564,Mobile Pay,Reversed,18.44
PAY000000591,TXN000000565,Gift Card,Declined,471.87
PAY000000592,TXN000000566,Mobile Pay,Approved,154.59
PAY000000593,TXN000000567,Debit Card,Approved,376.75
PAY000000594,TXN000000568,Credit Card,Approved,245.01
PAY000000595,TXN000000569,credit card,approved ,78.45
PAY000000596,TXN000000570,Gift Card,Approved,105.30
PAY000000597,TXN000000571,Mobile Pay,approved ,105.68
PAY000000598,TXN000000572,Gift Card,Approved,265.69
PAY000000599,TXN000000573,credit card,Declined,104.08
PAY000000600,TXN000000574,Debit Card,Reversed,89.50
PAY000000601,TXN000000575,Mobile Pay,Approved,302.95
PAY000000602,TXN000000576,Debit Card,Approved,160.60
PAY000000603,TXN000000577,Debit Card,approved ,112.95
PAY000000604,TXN000000578,Debit Card,Approved,399.91
PAY000000605,TXN000000579,credit card,Approved,475.61
PAY000000606,TXN000000580,Credit Card,Declined,447.03
PAY000000607,TXN000000581,Cash,Approved,54.14
PAY000000608,TXN000000582,Debit Card,Reversed,493.81
PAY000000609,TXN000000582,Mobile Pay,approved ,251.73
PAY000000610,TXN000000583,Credit Card,Declined,183.45
PAY000000611,TXN000000584,Cash,Reversed,163.24
PAY000000612,TXN000000585,credit card,Approved,481.33
PAY000000613,TXN000000585,Debit Card,Approved,433.97
PAY000000614,TXN000000586,Debit Card,Approved,198.27
PAY000000615,TXN000000587,Gift Card,Approved,480.88
PAY000000616,TXN000000588,Debit Card,Approved,46.25
PAY000000617,TXN000000589,Debit Card,Approved,450.84
PAY000000618,TXN000000590,Mobile Pay,approved ,155.96
PAY000000619,TXN000000591,credit card,Approved,272.23
PAY000000620,TXN000000592,Credit Card,Approved,183.61
PAY000000621,TXN000000593,Mobile Pay,Approved,231.20
PAY000000622,TXN000000594,Mobile Pay,approved ,353.85
PAY000000623,TXN000000595,Gift Card,Approved,169.32
PAY000000624,TXN000000596,Cash,Approved,172.46
PAY000000625,TXN000000597,credit card,Approved,266.43
PAY000000626,TXN000000598,Credit Card,Reversed,216.46
PAY000000627,TXN000000599,Mobile Pay,Approved,482.68
PAY000000628,TXN000000600,Credit Card,Approved,173.92
PAY000000629,TXN000000601,Debit Card,Approved,51.85
PAY000000630,TXN000000602,Debit Card,approved ,438.06
PAY000000631,TXN000000603,Debit Card,Approved,277.08
PAY000000632,TXN000000604,Credit Card,approved ,369.61
PAY000000633,TXN000000605,Mobile Pay,Declined,136.69
PAY000000634,TXN000000606,credit card,Reversed,419.22
PAY000000635,TXN000000607,Mobile Pay,Reversed,242.62
PAY000000636,TXN000000608,Cash,Approved,290.30
PAY000000637,TXN000000609,Debit Card,Declined,219.68
PAY000000638,TXN000000610,Debit Card,Declined,276.50
PAY000000639,TXN000000611,Cash,Reversed,308.31
PAY000000640,TXN000000612,Mobile Pay,approved ,367.83
PAY000000641,TXN000000613,Mobile Pay,Declined,217.40
PAY000000642,TXN000000614,Cash,approved ,301.86
PAY000000643,TXN000000615,Mobile Pay,Declined,475.30
PAY000000644,TXN000000616,Credit Card,Approved,392.88
PAY000000645,TXN000000617,credit card,Approved,248.93
PAY000000646,TXN000000618,Gift Card,approved ,220.87
PAY000000647,TXN000000619,Credit Card,approved ,280.71
PAY000000648,TXN000000620,Debit Card,approved ,175.55
PAY000000649,TXN000000621,Debit Card,Reversed,435.14
PAY000000650,TXN000000622,Credit Card,Approved,71.15
PAY000000651,TXN000000622,Cash,Reversed,132.90
PAY000000652,TXN000000623,credit card,Approved,328.65
PAY000000653,TXN000000624,credit card,Approved,41.06
PAY000000654,TXN000000625,Debit Card,Declined,344.36
PAY000000655,TXN000000626,credit card,Declined,54.11
PAY000000656,TXN000000627,Debit Card,approved ,243.38
PAY000000657,TXN000000628,Gift Card,Reversed,288.43
PAY000000658,TXN000000628,credit card,Reversed,98.93
PAY000000659,TXN000000629,credit card,Approved,369.63
PAY000000660,TXN000000630,credit card,Approved,260.62
PAY000000661,TXN000000631,Gift Card,Declined,209.00
PAY000000662,TXN000000632,Credit Card,Reversed,92.89
PAY000000663,TXN000000633,Mobile Pay,Reversed,348.33
PAY000000664,TXN000000634,Credit Card,Declined,220.76
PAY000000665,TXN000000635,Mobile Pay,approved ,73.74
PAY000000666,TXN000000636,Credit Card,Approved,374.36
PAY000000667,TXN000000637,Debit Card,Declined,130.95
PAY000000668,TXN000000638,Cash,approved ,125.28
PAY000000669,TXN000000639,Debit Card,Approved,407.94
PAY000000670,TXN000000640,Cash,Approved,230.06
PAY000000671,TXN000000641,Mobile Pay,Reversed,31.10
PAY000000672,TXN000000642,Cash,Reversed,268.52
PAY000000673,TXN000000643,Credit Card,approved ,51.93
PAY000000674,TXN000000644,Debit Card,approved ,224.08
PAY000000675,TXN000000645,Credit Card,Declined,215.39
PAY000000676,TXN000000646,Debit Card,Declined,135.15
PAY000000677,TXN000000647,Cash,Declined,274.50
PAY000000678,TXN000000648,credit card,Declined,119.08
PAY000000679,TXN000000649,Cash,approved ,417.85
PAY000000680,TXN000000650,Mobile Pay,approved ,325.43
PAY000000681,TXN000000651,Debit Card,Reversed,289.25
PAY000000682,TXN000000652,Mobile Pay,Reversed,401.86
PAY000000683,TXN000000653,credit card,approved ,162.84
PAY000000684,TXN000000654,credit card,Reversed,440.53
PAY000000685,TXN000000655,Gift Card,Approved,31.44
PAY000000686,TXN000000656,Gift Card,Approved,198.16
PAY000000687,TXN000000657,Cash,Declined,323.51
PAY000000688,TXN000000658,Debit Card,Declined,78.92
PAY000000689,TXN000000659,Mobile Pay,approved ,464.23
PAY000000690,TXN000000660,credit card,approved ,349.34
PAY000000691,TXN000000661,Credit Card,Approved,266.98
PAY000000692,TXN000000662,Gift Card,Approved,286.17
PAY000000693,TXN000000663,Gift Card,Reversed,430.28
PAY000000694,TXN000000664,Gift Card,Approved,162.11
PAY000000695,TXN000000665,Mobile Pay,approved ,460.69
PAY000000696,TXN000000666,Mobile Pay,Approved,308.20
PAY000000697,TXN000000667,Mobile Pay,Approved,474.42
PAY000000698,TXN000000668,Credit Card,Approved,244.77
PAY000000699,TXN000000669,Gift Card,Approved,168.25
PAY000000700,TXN000000670,Credit Card,Approved,79.26
PAY000000701,TXN000000671,credit card,Approved,290.38
PAY000000702,TXN000000672,Cash,Approved,462.64
PAY000000703,TXN000000673,credit card,approved ,116.71
PAY000000704,TXN000000674,Gift Card,Approved,442.66
PAY000000705,TXN000000675,Cash,Approved,404.09
PAY000000706,TXN000000676,Cash,Approved,238.68
PAY000000707,TXN000000677,Debit Card,Declined,368.00
PAY000000708,TXN000000678,Cash,Reversed,302.76
PAY000000709,TXN000000679,Gift Card,Approved,95.78
PAY000000710,TXN000000680,Gift Card,Approved,431.29
PAY000000711,TXN000000681,Debit Card,approved ,419.90
PAY000000712,TXN000000682,credit card,Reversed,75.16
PAY000000713,TXN000000683,Mobile Pay,Approved,409.52
PAY000000714,TXN000000684,credit card,Approved,197.06
PAY000000715,TXN000000685,Mobile Pay,Declined,37.99
PAY000000716,TXN000000686,Gift Card,approved ,181.26
PAY000000717,TXN000000687,credit card,Approved,315.10
PAY000000718,TXN000000688,Mobile Pay,Declined,369.24
PAY000000719,TXN000000689,Cash,Approved,317.47
PAY000000720,TXN000000690,Credit Card,Approved,394.05
PAY000000721,TXN000000691,Credit Card,Approved,296.96
PAY000000722,TXN000000692,credit card,Reversed,409.89
PAY000000723,TXN000000693,Credit Card,Approved,335.65
PAY000000724,TXN000000694,Credit Card,approved ,221.00
PAY000000725,TXN000000695,credit card,Approved,145.59
PAY000000726,TXN000000696,Cash,Declined,58.72
PAY000000727,TXN000000697,Cash,approved ,268.68
PAY000000728,TXN000000698,Mobile Pay,approved ,79.12
PAY000000729,TXN000000699,Gift Card,Approved,335.03
PAY000000730,TXN000000700,Cash,Declined,70.91
PAY000000731,TXN000000700,Cash,Declined,377.84
PAY000000732,TXN000000701,Mobile Pay,Declined,294.85
PAY000000733,TXN000000702,Credit Card,Approved,369.65
PAY000000734,TXN000000703,credit card,Declined,425.34
PAY000000735,TXN000000704,Credit Card,approved ,321.49
PAY000000736,TXN000000705,Cash,Approved,247.12
PAY000000737,TXN000000706,Gift Card,Approved,9.01
PAY000000738,TXN000000707,Mobile Pay,Reversed,418.30
PAY000000739,TXN000000707,Cash,Reversed,429.45
PAY000000740,TXN000000708,Cash,Reversed,124.30
PAY000000741,TXN000000709,Credit Card,Approved,176.43
PAY000000742,TXN000000710,Mobile Pay,Approved,455.57
PAY000000743,TXN000000711,credit card,approved ,442.08
PAY000000744,TXN000000712,Cash,Approved,21.90
PAY000000745,TXN000000713,Credit Card,Declined,153.01
PAY000000746,TXN000000714,Gift Card,Declined,88.37
PAY000000747,TXN000000715,Mobile Pay,Approved,263.50
PAY000000748,TXN000000716,Gift Card,Approved,67.89
PAY000000749,TXN000000717,Cash,Declined,474.74
PAY000000750,TXN000000718,Cash,Reversed,233.31
PAY000000751,TXN000000719,credit card,Approved,323.98
PAY000000752,TXN000000720,credit card,Reversed,79.67
PAY000000753,TXN000000721,Gift Card,Approved,322.62
PAY000000754,TXN000000722,Mobile Pay,Reversed,15.26
PAY000000755,TXN000000723,Mobile Pay,Declined,274.73
PAY000000756,TXN000000724,credit card,approved ,248.42
PAY000000757,TXN000000725,Cash,Approved,377.26
PAY000000758,TXN000000726,Debit Card,Declined,463.45
PAY000000759,TXN000000727,credit card,Approved,180.47
PAY000000760,TXN000000728,Cash,Approved,202.74
PAY000000761,TXN000000729,Debit Card,Declined,207.47
PAY000000762,TXN000000730,Cash,Reversed,300.00
PAY000000763,TXN000000731,credit card,approved ,273.36
PAY000000764,TXN000000732,Credit Card,Reversed,440.00
PAY000000765,TXN000000733,credit card,Reversed,35.00
PAY000000766,TXN000000734,Gift Card,Reversed,130.72
PAY000000767,TXN000000735,Debit Card,approved ,325.99
PAY000000768,TXN000000735,credit card,Approved,197.62
PAY000000769,TXN000000736,Cash,Reversed,488.13
PAY000000770,TXN000000737,Debit Card,Approved,70.61
PAY000000771,TXN000000738,Debit Card,Declined,260.37
PAY000000772,TXN000000739,Credit Card,Approved,471.15
PAY000000773,TXN000000740,Debit Card,Declined,33.24
PAY000000774,TXN000000741,Debit Card,Declined,285.20
PAY000000775,TXN000000742,Credit Card,approved ,66.59
PAY000000776,TXN000000743,Debit Card,Reversed,63.98
PAY000000777,TXN000000744,Credit Card,Reversed,461.25
PAY000000778,TXN000000744,Mobile Pay,Approved,212.06
PAY000000779,TXN000000745,credit card,Declined,329.61
PAY000000780,TXN000000746,Cash,Reversed,342.71
PAY000000781,TXN000000747,Gift Card,Reversed,266.41
PAY000000782,TXN000000748,Debit Card,Approved,33.45
PAY000000783,TXN000000749,Gift Card,Approved,197.84
PAY000000784,TXN000000750,Mobile Pay,Approved,322.77
PAY000000785,TXN000000751,Gift Card,Declined,181.31
PAY000000786,TXN000000752,credit card,Declined,348.35
PAY000000787,TXN000000753,Cash,Reversed,436.87
PAY000000788,TXN000000754,Credit Card,Approved,245.14
PAY000000789,TXN000000755,credit card,approved ,249.41
PAY000000790,TXN000000756,Debit Card,Reversed,39.96
PAY000000791,TXN000000757,credit card,approved ,257.89
PAY000000792,TXN000000758,Credit Card,Approved,373.79
PAY000000793,TXN000000759,credit card,Approved,57.75
PAY000000794,TXN000000760,Mobile Pay,approved ,230.53
PAY000000795,TXN000000761,Credit Card,Approved,147.46
PAY000000796,TXN000000761,credit card,Approved,473.79
PAY000000797,TXN000000762,Debit Card,Approved,479.36
PAY000000798,TXN000000763,Mobile Pay,Declined,198.42
PAY000000799,TXN000000764,Credit Card,Approved,172.54
PAY000000800,TXN000000764,Gift Card,approved ,92.91
PAY000000801,TXN000000765,Gift Card,Approved,465.57
PAY000000802,TXN000000766,Credit Card,Approved,474.74
PAY000000803,TXN000000767,Mobile Pay,approved ,489.30
PAY000000804,TXN000000768,Credit Card,Approved,412.58
PAY000000805,TXN000000769,Gift Card,Approved,128.92
PAY000000806,TXN000000770,Credit Card,Approved,29.12
PAY000000807,TXN000000771,Gift Card,Declined,276.85
PAY000000808,TXN000000772,credit card,Approved,445.83
PAY000000809,TXN000000773,Debit Card,Approved,151.14
PAY000000810,TXN000000774,Cash,Approved,465.59
PAY000000811,TXN000000775,Mobile Pay,Declined,207.98
PAY000000812,TXN000000776,Debit Card,Reversed,178.71
PAY000000813,TXN000000776,credit card,Approved,226.31
PAY000000814,TXN000000777,Debit Card,Approved,112.66
PAY000000815,TXN000000778,Debit Card,Approved,92.59
PAY000000816,TXN000000779,Cash,Reversed,488.58
PAY000000817,TXN000000780,credit card,Approved,433.65
PAY000000818,TXN000000781,Mobile Pay,approved ,487.57
PAY000000819,TXN000000782,Gift Card,approved ,7.29
PAY000000820,TXN000000783,credit card,Approved,45.11
PAY000000821,TXN000000784,Mobile Pay,Reversed,405.59
PAY000000822,TXN000000784,credit card,approved ,376.32
PAY000000823,TXN000000785,Cash,approved ,270.81
PAY000000824,TXN000000786,Credit Card,approved ,377.23
PAY000000825,TXN000000787,Gift Card,Declined,246.36
PAY000000826,TXN000000788,Credit Card,Reversed,292.45
PAY000000827,TXN000000789,Gift Card,Reversed,256.61
PAY000000828,TXN000000790,credit card,Declined,bad
PAY000000829,TXN000000791,Debit Card,Declined,188.63
PAY000000830,TXN000000792,Credit Card,Declined,253.08
PAY000000831,TXN000000793,Cash,approved ,203.59
PAY000000832,TXN000000794,Debit Card,Reversed,45.40
PAY000000833,TXN000000795,Credit Card,Reversed,96.68
PAY000000834,TXN000000796,credit card,Approved,486.57
PAY000000835,TXN000000797,Gift Card,approved ,306.72
PAY000000836,TXN000000798,Credit Card,Approved,70.77
PAY000000837,TXN000000799,Credit Card,Declined,403.41
PAY000000838,TXN000000800,Credit Card,Approved,432.19
PAY000000839,TXN_BAD,Cash,Approved,373.70
PAY000000840,TXN000000802,Gift Card,Approved,90.15
PAY000000841,TXN000000803,credit card,Declined,307.28
PAY000000842,TXN000000804,Credit Card,Approved,359.24
PAY000000843,TXN000000805,Credit Card,Approved,450.93
PAY000000844,TXN000000806,credit card,Reversed,292.34
PAY000000845,TXN000000807,Credit Card,Approved,305.54
