payment_id,transaction_id,payment_method,payment_status,payment_amount,_loaded_at_utc,_source_file
PAY000000222,TXN000000211,Mobile Pay,Reversed,402.36,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000223,TXN000000212,Mobile Pay,approved ,483.48,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000224,TXN000000213,Cash,Approved,329.94,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000225,TXN000000214,Gift Card,Reversed,224.94,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000226,TXN000000215,credit card,Approved,140.13,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000227,TXN000000216,Debit Card,Approved,454.78,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000228,TXN000000217,Cash,Declined,390.08,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000229,TXN000000218,Debit Card,approved ,57.00,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000230,TXN000000219,Debit Card,Declined,372.93,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000231,TXN000000220,Gift Card,Declined,366.71,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000232,TXN000000221,Credit Card,Reversed,393.88,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000233,TXN000000222,Cash,Declined,496.55,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000234,TXN000000223,Mobile Pay,Approved,410.04,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000235,TXN000000224,Credit Card,Approved,278.71,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000236,TXN000000225,Gift Card,Declined,40.01,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000237,TXN000000226,credit card,Declined,139.18,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000238,TXN000000227,Mobile Pay,Approved,129.23,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000239,TXN000000228,Debit Card,Declined,308.60,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000240,TXN000000229,Credit Card,Approved,71.50,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000241,TXN000000230,Credit Card,approved ,209.88,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000242,TXN000000231,Mobile Pay,Approved,82.18,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000243,TXN000000232,Debit Card,Approved,239.22,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000244,TXN000000233,Cash,Declined,146.77,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000245,TXN000000234,credit card,Declined,89.63,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000246,TXN000000235,credit card,approved ,18.65,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000247,TXN000000236,Cash,approved ,237.84,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000248,TXN000000237,Mobile Pay,Approved,442.49,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000249,TXN000000238,Cash,Declined,271.10,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000250,TXN000000239,Debit Card,Approved,49.57,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000251,TXN000000240,Mobile Pay,Reversed,87.49,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000252,TXN000000241,credit card,approved ,465.31,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000253,TXN000000242,Cash,Declined,302.38,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000254,TXN000000243,Gift Card,Approved,47.85,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000255,TXN000000244,Gift Card,Approved,165.90,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000256,TXN000000245,Credit Card,Reversed,431.37,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000257,TXN000000246,Cash,Approved,155.10,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000258,TXN000000247,credit card,approved ,178.77,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000259,TXN000000248,Debit Card,Approved,354.91,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000260,TXN000000249,Debit Card,Approved,bad,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000261,TXN000000250,Gift Card,Declined,65.26,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000262,TXN000000251,credit card,Declined,393.54,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000263,TXN000000251,Credit Card,approved ,431.93,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000264,TXN000000252,Credit Card,Declined,234.60,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000265,TXN000000253,Mobile Pay,Reversed,327.73,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000266,TXN000000254,Cash,approved ,381.15,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000267,TXN000000255,Mobile Pay,Declined,179.27,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000268,TXN000000256,Gift Card,Reversed,457.36,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000269,TXN000000257,Cash,Approved,334.95,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000270,TXN000000258,credit card,Declined,452.32,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000271,TXN000000259,Debit Card,Approved,471.70,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000272,TXN000000259,Mobile Pay,Declined,171.59,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000273,TXN000000260,Cash,approved ,499.30,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000274,TXN000000261,Cash,Approved,454.23,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000275,TXN000000262,Credit Card,approved ,15.48,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000276,TXN000000263,Credit Card,Reversed,460.13,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000277,TXN000000264,Cash,Declined,69.44,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000278,TXN000000265,Mobile Pay,approved ,216.01,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000279,TXN000000266,Gift Card,Reversed,371.88,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000280,TXN000000267,Mobile Pay,Approved,315.42,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000281,TXN000000268,credit card,Approved,178.83,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000282,TXN000000269,Credit Card,approved ,381.54,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000283,TXN000000270,Credit Card,approved ,220.55,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000284,TXN000000270,Gift Card,Declined,108.71,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000285,TXN000000271,credit card,Approved,67.53,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000286,TXN000000272,credit card,Approved,221.87,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000287,TXN000000273,Credit Card,Approved,77.79,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000288,TXN000000274,Gift Card,Approved,25.84,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000289,TXN000000275,Cash,Reversed,403.12,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000290,TXN000000276,Credit Card,Reversed,340.32,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000291,TXN000000277,Credit Card,approved ,142.71,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000292,TXN000000278,Gift Card,Approved,273.60,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000293,TXN000000279,Credit Card,Approved,8.33,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000294,TXN000000280,Gift Card,Declined,13.36,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000295,TXN000000281,Mobile Pay,Approved,197.30,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000296,TXN000000282,Cash,Reversed,156.47,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000297,TXN000000283,Mobile Pay,Reversed,132.44,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000298,TXN000000284,Credit Card,Declined,460.58,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000299,TXN000000284,Credit Card,Reversed,172.49,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000300,TXN000000285,Mobile Pay,Reversed,243.82,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000301,TXN000000286,Gift Card,Approved,439.54,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000302,TXN000000287,Gift Card,Approved,171.59,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000303,TXN000000288,Credit Card,Reversed,284.33,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000304,TXN000000289,credit card,Declined,318.80,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000305,TXN000000290,credit card,Approved,442.06,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000306,TXN000000291,Credit Card,approved ,442.69,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000307,TXN000000292,credit card,Declined,402.90,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000308,TXN000000293,Credit Card,Approved,450.96,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000309,TXN000000294,Debit Card,Declined,346.66,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000310,TXN000000295,Cash,Reversed,265.79,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000311,TXN000000296,Credit Card,Declined,242.58,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000312,TXN000000297,Credit Card,Reversed,362.34,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000313,TXN000000298,credit card,Approved,241.31,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000314,TXN000000299,Debit Card,Declined,60.00,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000315,TXN000000300,Cash,Approved,67.85,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000316,TXN000000301,Credit Card,Approved,144.97,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000317,TXN000000302,Debit Card,approved ,104.47,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000318,TXN000000303,credit card,Approved,303.13,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000319,TXN000000304,Credit Card,Approved,253.54,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000320,TXN000000305,Mobile Pay,Reversed,58.14,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000321,TXN000000306,Cash,Declined,244.01,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000322,TXN000000307,Cash,Approved,17.32,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000323,TXN000000308,Mobile Pay,Approved,13.14,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000324,TXN000000309,Debit Card,Approved,167.49,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000325,TXN000000310,Debit Card,Reversed,391.36,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000326,TXN000000311,Credit Card,Approved,73.69,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000327,TXN000000312,Gift Card,Declined,400.79,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000328,TXN000000313,Gift Card,approved ,325.74,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000329,TXN000000314,Debit Card,approved ,340.69,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000330,TXN000000315,Cash,Approved,480.99,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000331,TXN000000315,Cash,Approved,309.10,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000332,TXN000000316,credit card,Declined,286.49,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000333,TXN000000317,Debit Card,Reversed,341.56,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000334,TXN000000318,Credit Card,Approved,66.94,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000335,TXN000000319,Debit Card,Reversed,416.86,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000336,TXN000000320,Credit Card,Approved,115.63,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000337,TXN000000321,credit card,Approved,142.50,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000338,TXN000000322,Gift Card,Approved,63.65,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000339,TXN000000323,Debit Card,Approved,271.05,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000340,TXN000000324,Mobile Pay,Declined,104.46,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000341,TXN000000325,Cash,Approved,351.03,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000342,TXN000000326,Mobile Pay,approved ,310.48,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000343,TXN000000327,credit card,Reversed,309.83,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000344,TXN000000328,credit card,Reversed,434.15,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000345,TXN000000329,credit card,Declined,13.39,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000346,TXN000000330,Credit Card,Declined,381.56,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000347,TXN000000331,Gift Card,approved ,195.56,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000348,TXN000000332,Gift Card,Approved,466.71,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000349,TXN000000333,Debit Card,approved ,156.80,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000350,TXN000000334,Gift Card,Declined,281.00,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000351,TXN000000335,Cash,Declined,340.05,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000352,TXN000000336,Gift Card,Approved,161.88,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000353,TXN000000337,Credit Card,approved ,474.08,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000354,TXN000000338,Cash,Reversed,306.28,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000355,TXN000000339,Mobile Pay,Approved,455.77,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000356,TXN000000339,credit card,Reversed,329.04,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000357,TXN000000340,Credit Card,Approved,185.14,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000358,TXN000000341,Gift Card,Approved,6.27,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000359,TXN000000342,Debit Card,Declined,464.30,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000360,TXN000000343,Mobile Pay,approved ,304.39,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000361,TXN000000344,Debit Card,Declined,407.41,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000362,TXN000000344,Cash,Declined,430.75,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000363,TXN000000345,credit card,Reversed,434.16,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000364,TXN000000346,Mobile Pay,Reversed,389.77,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000365,TXN000000347,credit card,approved ,344.59,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000366,TXN000000348,credit card,approved ,448.29,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000367,TXN000000349,Debit Card,Reversed,430.22,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000368,TXN000000350,Debit Card,Approved,292.74,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000369,TXN000000351,Mobile Pay,Reversed,150.30,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000370,TXN000000352,Debit Card,Approved,392.75,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000371,TXN000000353,Credit Card,Approved,497.84,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000372,TXN000000354,Debit Card,Declined,289.03,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000373,TXN000000355,Cash,Approved,66.35,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000000374,TXN000000356,Debit Card,Declined,359.88,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
