transaction_id,account_id,card_id,merchant_id,transaction_ts,transaction_type,channel,direction,amount,currency,transaction_status,description,source_system,ingestion_batch_id
T00000195,A000166,CRD000096,M0065,2026-02-17 14:28:19,POS,online ,debit,349.13,USD,POSTED,Cash withdrawal,mobile_app,BATCH_20260602_A
T00000196,A000031,,,03/22/2026 19:22,ACH,Online,debit,173.0,INR,Reversed,Transfer,card_processor,BATCH_20260601_A
T00000197,A000086,CRD000115,M0015,2026-03-21 11:12:46,POS,Mobile,debit,236.43,EUR,POSTED,Bill pay,branch_teller,BATCH_20260602_A
T00000198,A000020,CRD000055,M0054,2026-04-25 12:41:48,POS,Online,debit,76.11,USD,Failed,Purchase,mobile_app,BATCH_20260601_A
T00000199,A000160,CRD000045,M0042,05/09/2026 15:31,POS,Branch,debit,121.07,INR,Posted,Cash withdrawal,card_processor,BATCH_20260601_A
T00000200,A000005,,,2026-03-29 19:05:41,PAYROLL,Branch,credit,422.21,EUR,posted ,Bill pay,core_banking,BATCH_20260601_B
T00000201,A000034,,,02/01/2026 02:25,ATM,API,debit,274.1,EUR,Pending,Purchase,card_processor,BATCH_20260602_A
T00000202,A000151,,,2026-02-26 11:37:13,PAYROLL,online ,credit,240.11,EUR,Reversed,Direct deposit,core_banking,BATCH_20260602_A
T00000203,A000132,,M0053,2026-04-26 18:05:06,REFUND,API,credit,54.39,GBP,Failed,Cash withdrawal,mobile_app,BATCH_20260601_A
T00000204,A000018,,,04/24/2026 11:00,FEE,API,debit,10.16,CAD,Posted,Purchase,card_processor,BATCH_20260601_B
T00000205,A000151,,M0060,03/03/2026 11:48,REFUND,API,credit,218.55,GBP,POSTED,Transfer,branch_teller,BATCH_20260601_B
T00000206,A000121,CRD000039,M0035,2026-01-29 07:08:08,POS,Branch,debit,368.81,EUR,Failed,Transfer,core_banking,BATCH_20260601_B
T00000207,A000098,,,02/27/2026 16:34,ACH,ATM,debit,541.21,INR,Posted,Transfer,mobile_app,BATCH_20260601_B
T00000208,A000215,,,2026-02-17 18:06:42,FEE,Online,debit,22.23,EUR,Posted,Purchase,core_banking,BATCH_20260602_A
T00000209,A000159,CRD000071,M0004,2026-01-26 14:42:46,POS,Online,debit,36.18,USD,posted ,Direct deposit,core_banking,BATCH_20260602_A
T00000210,A000190,CRD000156,M0006,02/13/2026 11:27,POS,API,debit,137.96,GBP,Failed,Cash withdrawal,core_banking,BATCH_20260602_A
T00000211,A000052,CRD000109,M0041,2026-05-06 14:09:30,POS,Online,debit,163.45,USD,Failed,Direct deposit,core_banking,BATCH_20260601_A
T00000212,A000095,,,02/01/2026 15:56,FEE,Card,debit,43.71,GBP,Pending,Cash withdrawal,mobile_app,BATCH_20260601_A
T00000213,A000157,,,2026-01-06 23:10:09,ACH,Card,debit,114.69,USD,Posted,Cash withdrawal,core_banking,BATCH_20260602_A
T00000214,A000021,,,2026-05-15 22:42:16,PAYROLL,API,credit,29.52,INR,Reversed,Bill pay,branch_teller,BATCH_20260601_B
T00000215,A000184,,,03/26/2026 10:58,WIRE,Mobile,debit,1159.92,CAD,Pending,Bill pay,card_processor,BATCH_20260601_B
T00000216,A000105,CRD000050,M0040,2026-05-18 15:00:11,POS,ATM,debit,430.03,GBP,POSTED,Transfer,core_banking,BATCH_20260601_B
T00000217,A000037,,,04/23/2026 15:56,WIRE,ATM,debit,214.38,GBP,posted ,Transfer,mobile_app,BATCH_20260602_A
T00000218,A000207,,,02/08/2026 08:39,ATM,Card,debit,137.74,EUR,posted ,Cash withdrawal,core_banking,BATCH_20260602_A
T00000219,A000047,,,02/18/2026 02:24,ATM,API,debit,195.82,USD,Posted,Purchase,branch_teller,BATCH_20260601_A
T00000220,A000173,,,03/13/2026 11:58,FEE,API,debit,40.36,CAD,Reversed,Direct deposit,card_processor,BATCH_20260601_A
T00000221,A000070,,,2026-04-01 23:19:22,ATM,ATM,debit,307.66,EUR,POSTED,Transfer,card_processor,BATCH_20260602_A
T00000222,A000003,,,02/11/2026 22:14,ATM,Online,debit,140.43,GBP,posted ,Direct deposit,core_banking,BATCH_20260601_B
T00000223,A000198,CRD000010,M0064,02/22/2026 03:41,POS,Branch,debit,237.21,GBP,Reversed,Cash withdrawal,branch_teller,BATCH_20260601_A
T00000224,A000121,,,01/13/2026 00:10,FEE,API,debit,22.97,EUR,posted ,Cash withdrawal,core_banking,BATCH_20260602_A
T00000225,A000067,,,05/08/2026 14:56,PAYROLL,API,credit,563.4,EUR,Failed,Purchase,branch_teller,BATCH_20260601_A
T00000226,A000025,CRD000161,M0002,2026-04-06 17:08:53,POS,online ,debit,64.43,CAD,Failed,Monthly fee,mobile_app,BATCH_20260602_A
T00000227,A000111,,,03/08/2026 03:59,WIRE,online ,debit,548.7,USD,POSTED,Bill pay,core_banking,BATCH_20260601_B
T00000228,A000100,CRD000129,M0012,04/23/2026 23:01,POS,Card,debit,221.51,CAD,Pending,Transfer,branch_teller,BATCH_20260601_B
T00000229,A000165,CRD000076,M0076,05/26/2026 03:17,POS,Online,debit,1398.51,INR,POSTED,Transfer,core_banking,BATCH_20260602_A
T00000230,A000036,CRD000015,M0048,2026-03-27 06:32:32,pos,API,debit,239.46,CAD,Reversed,Cash withdrawal,mobile_app,BATCH_20260601_B
T00000231,A000071,CRD000005,M0065,05/31/2026 09:09,POS,Online,debit,577.6,INR,posted ,Monthly fee,core_banking,BATCH_20260601_A
T00000232,A000113,,,01/05/2026 08:35,ACH,online ,debit,96.32,EUR,Pending,Direct deposit,card_processor,BATCH_20260601_A
T00000233,A000207,CRD000016,M0065,01/30/2026 02:14,POS,Online,debit,33.41,EUR,POSTED,Transfer,branch_teller,BATCH_20260602_A
T00000234,A000172,CRD000051,M0039,01/30/2026 13:35,POS,Card,debit,207.37,USD,Posted,Bill pay,card_processor,BATCH_20260601_B
T00000235,A000125,,,2026-05-21 03:15:38,ATM,online ,debit,61.01,USD,posted ,Bill pay,card_processor,BATCH_20260601_B
T00000236,A000063,,,2026-02-03 10:57:58,INTEREST,API,credit,63.27,INR,Failed,Bill pay,card_processor,BATCH_20260601_A
T00000237,A000084,CRD000046,M0043,2026-03-05 15:05:26,POS,API,debit,160.26,CAD,posted ,Cash withdrawal,mobile_app,BATCH_20260602_A
T00000238,A000081,CRD000058,M0059,2026-04-01 10:44:47,POS,Branch,debit,137.4,CAD,Posted,Purchase,mobile_app,BATCH_20260601_A
T00000239,A000017,CRD000142,M0036,01/11/2026 14:19,POS,Mobile,debit,847.24,GBP,POSTED,Bill pay,core_banking,BATCH_20260601_A
T00000240,A000074,CRD000089,M0017,04/22/2026 14:21,POS,Card,debit,418.73,CAD,Pending,Purchase,branch_teller,BATCH_20260602_A
T00000241,A000074,,M0027,2026-03-22 18:23:54,REFUND,Branch,credit,270.1,CAD,POSTED,Monthly fee,core_banking,BATCH_20260602_A
T00000242,A000084,,M0080,2026-04-21 11:44:11,REFUND,Mobile,credit,138.05,CAD,Reversed,Cash withdrawal,card_processor,BATCH_20260602_A
T00000243,A000188,CRD000031,M0062,03/10/2026 15:39,POS,Mobile,debit,84.9,GBP,Pending,Monthly fee,card_processor,BATCH_20260602_A
T00000244,A000031,,,01/18/2026 19:26,PAYROLL,Card,credit,323.25,INR,Posted,Direct deposit,branch_teller,BATCH_20260601_A
T00000245,A000170,CRD000064,M0019,2026-02-23 20:04:17,POS,Mobile,debit,404.55,CAD,Failed,Monthly fee,card_processor,BATCH_20260601_B
T00000246,A000125,,,02/01/2026 05:29,INTEREST,ATM,credit,402.09,USD,posted ,Purchase,card_processor,BATCH_20260601_A
T00000247,A000146,,,2026-05-23 06:24:19,ACH,API,debit,499.91,EUR,POSTED,Direct deposit,branch_teller,BATCH_20260601_B
T00000248,A000183,,,02/07/2026 06:34,ACH,Online,debit,52.6,GBP,posted ,Transfer,core_banking,BATCH_20260602_A
T00000249,A000145,,,2026-02-05 16:29:09,ACH,API,debit,786.19,CAD,Posted,Purchase,mobile_app,BATCH_20260601_A
T00000250,A000026,,,01/23/2026 00:27,ACH,API,debit,708.05,EUR,Reversed,Transfer,branch_teller,BATCH_20260602_A
T00000251,A000036,CRD000167,M0019,01/29/2026 17:12,POS,Online,debit,157.87,CAD,POSTED,Monthly fee,mobile_app,BATCH_20260601_B
T00000252,A000021,CRD000109,M0007,01/22/2026 22:11,POS,Mobile,debit,570.35,INR,Posted,Monthly fee,card_processor,BATCH_20260601_B
T00000253,A000081,CRD000014,M0004,2026-05-17 02:09:57,POS,ATM,debit,290.64,CAD,Reversed,Cash withdrawal,card_processor,BATCH_20260602_A
T00000254,A000088,CRD000136,M0019,02/03/2026 08:21,POS,API,debit,-64.54,EUR,Failed,Bill pay,card_processor,BATCH_20260601_A
T00000255,A000158,CRD000168,M0043,2026-03-01 12:15:44,POS,ATM,debit,218.75,GBP,Posted,Transfer,mobile_app,BATCH_20260601_A
T00000256,A000099,,M0077,04/02/2026 12:59,REFUND,Mobile,credit,227.52,USD,Posted,Monthly fee,branch_teller,BATCH_20260601_A
T00000257,A000055,CRD000075,M0017,04/26/2026 13:18,POS,Mobile,debit,412.48,GBP,posted ,Purchase,card_processor,BATCH_20260601_A
T00000258,A000010,,,03/13/2026 20:07,ACH,Online,debit,33.98,USD,POSTED,Transfer,core_banking,BATCH_20260601_A
T00000259,A000120,CRD000164,M0049,2026-05-07 02:01:17,POS,online ,debit,265.89,CAD,Posted,Monthly fee,branch_teller,BATCH_20260601_B
T00000260,A000032,CRD000113,M0062,02/05/2026 03:01,POS,API,debit,100.09,CAD,posted ,Purchase,core_banking,BATCH_20260602_A
T00000261,A000165,,,04/25/2026 13:18,ACH,API,debit,698.5,INR,Posted,Monthly fee,branch_teller,BATCH_20260601_A
T00000262,A000021,CRD000145,M0064,03/19/2026 14:17,POS,online ,debit,309.46,INR,POSTED,Cash withdrawal,branch_teller,BATCH_20260602_A
T00000263,A000151,CRD000064,M0021,04/22/2026 22:14,POS,Card,debit,291.88,GBP,Reversed,Monthly fee,branch_teller,BATCH_20260601_A
T00000264,A000194,,,05/13/2026 19:51,ATM,Mobile,debit,149.66,EUR,Reversed,Monthly fee,mobile_app,BATCH_20260602_A
T00000265,A000074,,,2026-01-23 22:19:22,PAYROLL,Branch,credit,90.04,CAD,POSTED,Cash withdrawal,core_banking,BATCH_20260602_A
T00000266,A000173,,M0051,02/06/2026 22:40,REFUND,Mobile,credit,67.01,CAD,Pending,Transfer,branch_teller,BATCH_20260601_B
T00000267,A000170,,,05/03/2026 14:24,ATM,Card,debit,103.68,CAD,Failed,Transfer,mobile_app,BATCH_20260601_A
T00000268,A000112,CRD000118,M0019,2026-02-17 05:22:54,POS,Branch,debit,307.58,GBP,Posted,Monthly fee,branch_teller,BATCH_20260602_A
T00000269,A000035,CRD000046,M0018,03/04/2026 03:36,POS,Card,debit,441.6,USD,posted ,Purchase,branch_teller,BATCH_20260602_A
T00000270,A000033,CRD000135,M0077,2026-03-12 00:49:23,POS,API,debit,553.63,EUR,Posted,Purchase,core_banking,BATCH_20260601_B
T00000271,A000169,,,2026-02-02 07:23:53,ACH,API,debit,31.55,GBP,Pending,Direct deposit,mobile_app,BATCH_20260602_A
T00000272,A000185,,,2026-01-10 10:03:39,PAYROLL,Branch,credit,489.7,USD,Posted,Bill pay,card_processor,BATCH_20260601_B
T00000273,A000154,,,2026-03-26 02:28:07,PAYROLL,API,credit,317.71,GBP,POSTED,Cash withdrawal,core_banking,BATCH_20260601_A
T00000274,A000022,CRD000065,M0053,2026-02-28 14:23:37,POS,Branch,debit,443.76,USD,Reversed,Direct deposit,card_processor,BATCH_20260602_A
T00000275,A000088,,,2026-05-04 21:15:58,ATM,Branch,debit,576.2,CAD,Reversed,Cash withdrawal,mobile_app,BATCH_20260601_B
T00000276,A000104,,,2026-04-20 21:24:44,PAYROLL,Branch,credit,71.61,USD,POSTED,Transfer,core_banking,BATCH_20260602_A
T00000277,A000185,CRD000023,M0057,02/25/2026 02:01,POS,API,debit,307.58,USD,Failed,Cash withdrawal,core_banking,BATCH_20260601_A
T00000278,A999999,CRD000097,M0055,2026-03-25 21:55:29,POS,ATM,debit,579.14,CAD,Pending,Purchase,card_processor,BATCH_20260602_A
T00000279,A000159,,M0008,01/22/2026 16:23,POS,online ,debit,166.54,USD,POSTED,Transfer,branch_teller,BATCH_20260601_B
T00000280,A000102,,,2026-02-18 21:41:41,PAYROLL,Online,credit,157.34,EUR,POSTED,Direct deposit,mobile_app,BATCH_20260601_A
T00000281,A000047,CRD000069,M0015,2026-03-04 03:18:36,POS,Card,debit,154.62,USD,POSTED,Monthly fee,mobile_app,BATCH_20260601_A
T00000282,A000004,,,01/31/2026 14:01,INTEREST,Card,credit,471.18,USD,POSTED,Monthly fee,core_banking,BATCH_20260601_A
T00000283,A000195,CRD000162,M0003,03/27/2026 06:54,POS,Online,debit,284.56,EUR,Reversed,Purchase,mobile_app,BATCH_20260602_A
T00000284,A000082,,,02/19/2026 08:45,WIRE,Branch,debit,1150.32,CAD,POSTED,Direct deposit,mobile_app,BATCH_20260601_A
T00000285,A000098,CRD000091,M0038,2026-03-21 15:19:20,POS,Branch,debit,24.93,INR,Pending,Transfer,branch_teller,BATCH_20260602_A
T00000286,A000198,,,05/26/2026 07:16,WIRE,Card,debit,628.47,GBP,Pending,Purchase,core_banking,BATCH_20260601_A
T00000287,A000182,,,2026-02-21 11:07:02,ACH,API,debit,456.86,CAD,Pending,Direct deposit,mobile_app,BATCH_20260602_A
T00000288,A000164,,,05/03/2026 07:12,WIRE,online ,debit,3463.35,EUR,Reversed,Monthly fee,card_processor,BATCH_20260602_A
T00000289,A000098,,,2026-01-22 19:25:40,ACH,Mobile,debit,414.29,INR,Reversed,Monthly fee,mobile_app,BATCH_20260601_A
T00000290,A000148,CRD000001,M0045,01/18/2026 03:18,POS,ATM,debit,175.95,EUR,POSTED,Cash withdrawal,core_banking,BATCH_20260601_B
T00000291,A000026,CRD000013,M0037,01/12/2026 06:52,POS,online ,debit,343.49,EUR,posted ,Cash withdrawal,core_banking,BATCH_20260601_B
T00000292,A000200,,,01/29/2026 02:35,ACH,Card,debit,433.1,CAD,Failed,Cash withdrawal,branch_teller,BATCH_20260601_B
T00000293,A000162,,,2026-01-24 21:40:28,ACH,Mobile,debit,138.76,CAD,POSTED,Monthly fee,core_banking,BATCH_20260602_A
T00000294,A000120,,,2026-04-04 13:24:05,ATM,Card,debit,83.91,CAD,Posted,Cash withdrawal,branch_teller,BATCH_20260601_A
T00000295,A000136,CRD000096,M0043,03/02/2026 01:21,POS,online ,debit,92.3,CAD,POSTED,Monthly fee,branch_teller,BATCH_20260601_A
T00000296,A000123,,,03/08/2026 06:38,ACH,API,debit,66.62,CAD,Pending,Direct deposit,core_banking,BATCH_20260601_B
T00000297,A000048,,,2026-03-09 20:34:59,WIRE,API,debit,641.91,GBP,Posted,Direct deposit,core_banking,BATCH_20260601_B
T00000298,A000149,,,03/06/2026 06:21,WIRE,Online,debit,2013.2,INR,Pending,Bill pay,core_banking,BATCH_20260601_A
T00000299,A000027,,,2026-01-28 03:56:09,FEE,Mobile,debit,13.37,INR,Failed,Direct deposit,branch_teller,BATCH_20260602_A
T00000300,A000171,CRD000008,M0061,2026-01-06 03:30:31,POS,ATM,debit,191.71,INR,Reversed,Direct deposit,mobile_app,BATCH_20260601_A
T00000301,A000203,,,2026-05-13 04:08:08,INTEREST,API,credit,395.66,USD,POSTED,Transfer,branch_teller,BATCH_20260602_A
T00000302,A000029,,,2026-03-11 01:06:36,FEE,Card,debit,3.38,USD,posted ,Direct deposit,card_processor,BATCH_20260601_A
T00000303,A000136,CRD000179,M0045,02/23/2026 12:25,pos,ATM,debit,82.76,CAD,posted ,Bill pay,core_banking,BATCH_20260602_A
T00000304,A000043,,,03/10/2026 05:01,ACH,Branch,debit,21.33,INR,POSTED,Purchase,branch_teller,BATCH_20260602_A
T00000305,A000058,,M0078,2026-05-29 19:47:24,POS,API,debit,98.17,EUR,Posted,Purchase,mobile_app,BATCH_20260601_A
T00000306,A000134,CRD000064,M0016,2026-05-08 06:29:04,POS,API,debit,73.81,GBP,Reversed,Cash withdrawal,core_banking,BATCH_20260601_B
T00000307,A000119,,,04/01/2026 11:20,PAYROLL,API,credit,293.96,USD,Posted,Cash withdrawal,card_processor,BATCH_20260601_B
T00000308,A000056,,M0063,2026-01-08 08:45:00,POS,ATM,debit,1027.53,EUR,Posted,Purchase,core_banking,BATCH_20260601_B
T00000309,A000172,,,2026-01-03 17:39:12,ATM,API,debit,125.38,USD,Posted,Direct deposit,card_processor,BATCH_20260601_A
T00000310,A000176,,,2026-05-26 12:06:15,WIRE,API,debit,428.34000000000003,USD,Pending,Bill pay,core_banking,BATCH_20260601_B
T00000311,A000041,CRD000145,M0016,01/03/2026 12:45,POS,Branch,debit,197.0,EUR,Reversed,Bill pay,core_banking,BATCH_20260601_A
T00000312,A000034,CRD000169,M0060,03/19/2026 21:13,POS,Card,debit,68.94,EUR,POSTED,Cash withdrawal,mobile_app,BATCH_20260602_A
T00000313,A000129,,,05/08/2026 17:52,ACH,Card,debit,188.29,GBP,Pending,Bill pay,card_processor,BATCH_20260601_A
T00000314,A000216,,,2026-05-09 19:56:26,ACH,Card,debit,143.19,INR,Reversed,Purchase,mobile_app,BATCH_20260601_B
T00000315,A000038,,M0028,2026-02-28 04:49:41,REFUND,API,credit,222.4,CAD,Failed,Direct deposit,card_processor,BATCH_20260601_B
T00000316,A000052,,M0065,2026-01-19 16:28:14,POS,API,debit,55.19,USD,posted ,Direct deposit,core_banking,BATCH_20260602_A
T00000317,A000195,,,01/15/2026 06:09,FEE,ATM,debit,31.59,EUR,Pending,Direct deposit,mobile_app,BATCH_20260602_A
T00000318,A000211,,,01/25/2026 20:18,FEE,Mobile,debit,34.48,USD,Failed,Direct deposit,card_processor,BATCH_20260602_A
T00000319,A000037,CRD000140,M0039,02/15/2026 16:17,POS,Online,debit,144.39,GBP,Posted,Bill pay,core_banking,BATCH_20260602_A
T00000320,A000064,CRD000103,M0073,2026-04-06 03:30:39,POS,ATM,debit,57.88,EUR,Failed,Purchase,card_processor,BATCH_20260602_A
T00000321,A000184,,,04/13/2026 00:15,interest,online ,credit,599.73,EUR,Posted,Purchase,core_banking,BATCH_20260602_A
T00000322,A000147,,M0062,01/07/2026 04:01,POS,ATM,debit,250.0,INR,Posted,Direct deposit,branch_teller,BATCH_20260601_A
T00000323,A000002,CRD000006,M0076,2026-01-06 14:04:13,POS,online ,debit,237.07,EUR,posted ,Direct deposit,branch_teller,BATCH_20260601_B
T00000324,A000207,CRD000055,M0075,2026-05-14 00:37:48,POS,Mobile,debit,67.81,EUR,posted ,Bill pay,mobile_app,BATCH_20260602_A
T00000325,A000019,,,04/11/2026 12:22,PAYROLL,online ,credit,84.66,USD,Reversed,Cash withdrawal,card_processor,BATCH_20260601_A
T00000326,A000186,,M0018,01/21/2026 23:30,POS,Card,debit,266.13,INR,posted ,Monthly fee,card_processor,BATCH_20260602_A
T00000327,A000012,,,03/29/2026 05:42,WIRE,Online,debit,1233.68,EUR,Pending,Purchase,core_banking,BATCH_20260601_A
T00000328,A000144,,,2026-03-09 05:09:47,ACH,Card,debit,54.53,USD,Posted,Purchase,card_processor,BATCH_20260601_B
T00000329,A000130,,M0060,2026-02-20 13:29:23,REFUND,Mobile,credit,72.13,USD,POSTED,Direct deposit,card_processor,BATCH_20260601_A
T00000330,A000192,,,05/09/2026 21:54,ATM,ATM,debit,26.8,GBP,posted ,Direct deposit,mobile_app,BATCH_20260601_B
T00000331,A000098,,,2026-02-23 17:47:29,ATM,Branch,debit,33.85,INR,Failed,Monthly fee,core_banking,BATCH_20260601_A
T00000332,A000092,,,02/13/2026 05:22,PAYROLL,Mobile,credit,68.29,INR,Pending,Cash withdrawal,core_banking,BATCH_20260601_B
T00000333,A000149,CRD000003,M0035,2026-03-12 05:22:02,POS,Branch,debit,76.28,INR,posted ,Direct deposit,mobile_app,BATCH_20260601_B
T00000334,A000053,,,05/28/2026 16:52,ACH,Online,debit,144.71,INR,Failed,Purchase,card_processor,BATCH_20260602_A
T00000335,A000055,,,01/12/2026 10:02,FEE,Online,debit,23.63,GBP,Failed,Direct deposit,branch_teller,BATCH_20260601_B
T00000336,A000170,,,2026-03-03 09:20:13,ATM,Online,debit,203.51,CAD,POSTED,Bill pay,branch_teller,BATCH_20260602_A
T00000337,A000047,,,2026-01-30 23:52:45,WIRE,API,debit,757.8,USD,posted ,Cash withdrawal,core_banking,BATCH_20260602_A
T00000338,A000196,CRD000059,M0072,05/26/2026 23:23,POS,Branch,debit,114.49,INR,POSTED,Purchase,card_processor,BATCH_20260601_A
T00000339,A000140,CRD000081,M0078,2026-02-12 11:22:16,POS,Online,debit,537.56,USD,posted ,Monthly fee,core_banking,BATCH_20260602_A
T00000340,A000109,CRD000054,M0064,02/02/2026 17:23,POS,online ,debit,60.5,INR,Posted,Transfer,core_banking,BATCH_20260602_A
T00000341,A000046,CRD000129,M0055,02/01/2026 06:46,POS,ATM,debit,503.05,GBP,Reversed,Cash withdrawal,mobile_app,BATCH_20260602_A
T00000342,A000158,CRD000023,M0068,2026-01-10 09:14:23,POS,Mobile,debit,568.02,GBP,POSTED,Purchase,branch_teller,BATCH_20260602_A
T00000343,A000153,,,2026-03-27 11:05:52,ACH,API,debit,461.45,EUR,Pending,Cash withdrawal,card_processor,BATCH_20260602_A
T00000344,A000154,,M0021,02/25/2026 09:31,POS,Online,debit,54.04,GBP,Reversed,Direct deposit,core_banking,BATCH_20260601_B
T00000345,A000171,CRD000054,M0036,2026-04-03 03:45:44,POS,Card,debit,224.78,INR,Failed,Direct deposit,mobile_app,BATCH_20260602_A
T00000346,A000088,CRD000121,M0027,02/27/2026 16:33,POS,Branch,debit,60.56,CAD,Pending,Bill pay,mobile_app,BATCH_20260602_A
T00000347,A000146,CRD000013,M0064,01/16/2026 08:59,POS,Card,debit,112.69,EUR,Pending,Purchase,card_processor,BATCH_20260602_A
T00000348,A000168,,,01/23/2026 01:19,WIRE,online ,debit,1231.2,INR,Failed,Monthly fee,core_banking,BATCH_20260601_B
T00000349,A000162,CRD000105,M0055,02/25/2026 20:47,POS,Card,debit,102.45,CAD,posted ,Bill pay,branch_teller,BATCH_20260601_A
T00000350,A000020,CRD000147,M0079,2026-02-17 05:02:51,pos,online ,debit,497.16,USD,Reversed,Direct deposit,core_banking,BATCH_20260602_A
T00000351,A000050,,M0046,2026-01-05 17:07:27,POS,Card,debit,203.55,EUR,Pending,Direct deposit,card_processor,BATCH_20260601_A
T00000352,A000184,,,03/25/2026 07:32,WIRE,Branch,debit,61.28,CAD,Posted,Monthly fee,branch_teller,BATCH_20260601_A
T00000353,A000172,,,2026-05-26 05:33:08,ACH,Card,debit,34.83,USD,posted ,Purchase,card_processor,BATCH_20260601_A
T00000354,A000161,,,2026-05-19 01:18:34,WIRE,Mobile,debit,2266.9,USD,Reversed,Cash withdrawal,branch_teller,BATCH_20260601_B
T00000355,A000059,CRD000106,M0068,2026-05-09 07:41:37,POS,Mobile,debit,551.04,CAD,POSTED,Monthly fee,mobile_app,BATCH_20260601_A
T00000356,A000219,,,01/24/2026 19:28,ATM,Card,debit,54.39,INR,Pending,Direct deposit,mobile_app,BATCH_20260601_B
T00000357,A000010,CRD000158,M0032,02/15/2026 05:57,POS,Online,debit,482.91,USD,posted ,Bill pay,mobile_app,BATCH_20260601_A
T00000358,A000148,,,02/20/2026 18:33,ATM,Mobile,debit,371.17,EUR,Pending,Direct deposit,card_processor,BATCH_20260602_A
T00000359,A000004,,,05/18/2026 05:00,FEE,online ,debit,11.98,USD,posted ,Direct deposit,branch_teller,BATCH_20260602_A
T00000360,A000139,,M0078,05/02/2026 20:34,POS,API,debit,404.88,EUR,posted ,Direct deposit,card_processor,BATCH_20260601_B
T00000361,A000187,CRD000031,M0017,2026-01-09 21:36:07,POS,Card,debit,91.93,EUR,POSTED,Purchase,core_banking,BATCH_20260601_A
T00000362,A000002,,,03/27/2026 12:24,ACH,Online,debit,555.0,EUR,POSTED,Purchase,branch_teller,BATCH_20260601_B
T00000363,A000159,,,2026-05-23 09:16:40,ATM,Mobile,debit,234.84,USD,posted ,Direct deposit,branch_teller,BATCH_20260601_A
T00000364,A000148,,,2026-05-14 01:02:49,PAYROLL,API,credit,89.1,EUR,Pending,Transfer,mobile_app,BATCH_20260601_A
T00000365,A000056,,,03/18/2026 08:26,ATM,Online,debit,119.32,EUR,posted ,Bill pay,card_processor,BATCH_20260601_B
T00000366,A000108,CRD000017,M0058,04/10/2026 07:33,POS,Online,debit,257.63,GBP,Posted,Purchase,card_processor,BATCH_20260601_B
T00000367,A000111,,,2026-04-21 10:23:08,ACH,Branch,debit,52.54,CAD,Reversed,Cash withdrawal,core_banking,BATCH_20260602_A
T00000368,A000042,,,2026-04-08 00:50:33,PAYROLL,API,credit,58.8,USD,Reversed,Bill pay,mobile_app,BATCH_20260602_A
