event_id,shipment_id,event_ts,event_type,event_location,event_notes,_bronze_loaded_at_utc,_source_file
SE0000000165,SHP00000039,2026-05-27 18:13:00,Departed Warehouse,Atlanta Crossdock,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000166,SHP00000039,2026-05-29 04:13:00,Out for Delivery,Phoenix DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000167,SHP00000039,2026-05-29 04:13:00,Arrived Hub,Vancouver DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000168,SHP00000039,2026-05-31 13:13:00,Exception,Phoenix DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000169,SHP00000040,2026-01-05 07:34:00,Out for Delivery,Atlanta DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000170,SHP00000040,2026-01-06 00:34:00,Picked,Guadalajara Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000171,SHP00000040,2026-01-05 21:34:00,Delivered,Vancouver DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000172,SHP00000040,2026-01-05 19:34:00,Packed,Seattle Crossdock,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000173,SHP00000040,2026-01-07 11:34:00,Arrived Hub,Vancouver Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000174,SHP00000040,2026-01-09 01:34:00,Departed Warehouse,Monterrey Fulfillment,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000175,SHP00000041,2026-01-23 09:08:00,Delivered,Chicago DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000176,SHP00000041,2026-01-24 04:08:00,Out for Delivery,Monterrey Fulfillment,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000177,SHP00000041,2026-01-25 17:08:00,Departed Warehouse,Guadalajara DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000178,SHP00000042,2026-01-07 21:31:00,Delivered,Vancouver DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000179,SHP00000042,2026-01-08 12:31:00,Exception,Monterrey Fulfillment,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000180,SHP00000042,2026-01-09 01:31:00,Packed,Atlanta DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000181,SHP00000042,2026-01-08 09:31:00,Departed Warehouse,Atlanta DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000182,SHP00000042,2026-01-11 05:31:00,Picked,Boston Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000183,SHP00000043,2026-05-17 01:53:00,Delivered,Atlanta Crossdock,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000184,SHP00000043,2026-05-18 07:53:00,Out for Delivery,Atlanta Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000185,SHP00000043,2026-05-18 13:53:00,Picked,Guadalajara Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000186,SHP00000043,2026-05-18 10:53:00,Exception,Chicago DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000187,SHP00000044,2026-04-03 17:04:00,Packed,Denver Hub,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000188,SHP00000044,2026-04-04 22:04:00,Exception,Guadalajara DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000189,SHP00000044,2026-04-05 17:04:00,Picked,Miami DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000190,SHP00000044,2026-04-04 11:04:00,Out for Delivery,Atlanta Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000191,SHP00000044,2026-04-06 13:04:00,Delivered,Atlanta Crossdock,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000192,SHP00000044,2026-04-09 08:04:00,Departed Warehouse,Seattle Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000193,SHP00000045,2026-02-02 17:17:00,Packed,Vancouver Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000194,SHP00000045,2026-02-03 07:17:00,Departed Warehouse,Vancouver Crossdock,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000195,SHP00000045,2026-02-03 13:17:00,Delivered,Phoenix DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000196,SHP00000045,2026-02-05 23:17:00,Arrived Hub,Atlanta Crossdock,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000197,SHP00000046,2026-03-12 22:54:00,Departed Warehouse,Denver Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000198,SHP00000046,2026-03-13 05:54:00,Exception,Guadalajara Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000199,SHP00000046,2026-03-13 20:54:00,Out for Delivery,Vancouver Hub,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000200,SHP00000046,2026-03-16 10:54:00,Arrived Hub,Boston Crossdock,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000201,SHP00000047,2026-04-12 21:15:00,Arrived Hub,Phoenix DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000202,SHP00000047,2026-04-13 03:15:00,Picked,Guadalajara Fulfillment,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000203,SHP00000047,2026-04-13 05:15:00,Delivered,Chicago DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000204,SHP00000047,2026-04-15 15:15:00,Departed Warehouse,Denver Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000205,SHP00000047,2026-04-17 21:15:00,Out for Delivery,Vancouver Hub,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000206,SHP00000047,2026-04-15 14:15:00,Exception,Miami Fulfillment,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000207,SHP00000048,2026-03-22 16:55:00,Out for Delivery,Denver Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000208,SHP00000048,2026-03-23 02:55:00,Picked,Denver Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000209,SHP00000048,2026-03-23 04:55:00,Departed Warehouse,Miami DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000210,SHP00000049,2026-05-20 16:15:00,Delivered,Vancouver DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000211,SHP00000049,2026-05-21 13:15:00,Arrived Hub,Boston Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000212,SHP00000049,2026-05-22 14:15:00,Exception,Atlanta Crossdock,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000213,SHP00000050,2026-03-02 19:34:00,Departed Warehouse,Denver Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000214,SHP00000050,2026-03-03 10:34:00,Packed,Guadalajara Fulfillment,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000215,SHP00000050,2026-03-03 21:34:00,Delivered,Denver Hub,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000216,SHP00000051,2026-03-28 23:51:00,Packed,Vancouver DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000217,SHP00000051,2026-03-30 01:51:00,Exception,Guadalajara Fulfillment,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000218,SHP00000051,2026-03-29 15:51:00,Departed Warehouse,Atlanta Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000219,SHP00000051,2026-03-31 17:51:00,Out for Delivery,Guadalajara Fulfillment,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000220,SHP00000052,2026-06-01 10:04:00,Out for Delivery,Atlanta DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000221,SHP00000052,2026-06-01 19:04:00,Picked,Vancouver Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000222,SHP00000052,2026-06-02 06:04:00,Delivered,Boston Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000223,SHP00000052,2026-06-04 04:04:00,Departed Warehouse,Denver Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000224,SHP00000052,2026-06-02 22:04:00,Exception,Miami DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000225,SHP00000053,2026-04-26 22:02:00,Picked,Guadalajara Hub,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000226,SHP00000053,2026-04-27 08:02:00,Exception,Denver Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000227,SHP00000053,2026-04-27 18:02:00,Out for Delivery,Atlanta Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000228,SHP00000053,2026-04-30 16:02:00,Packed,Guadalajara DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000229,SHP00000054,2026-03-08 20:52:00,Out for Delivery,Denver Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000230,SHP00000054,2026-03-09 01:52:00,Exception,Chicago DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000231,SHP00000054,2026-03-09 08:52:00,Departed Warehouse,Guadalajara Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000232,SHP00000055,2026-03-19 13:57:00,Arrived Hub,Denver Crossdock,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000233,SHP00000055,2026-03-19 17:57:00,Picked,Vancouver DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000234,SHP00000055,2026-03-21 07:57:00,Delivered,Phoenix DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000235,SHP00000055,2026-03-20 01:57:00,Out for Delivery,Boston Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000236,SHP00000055,2026-03-23 17:57:00,Departed Warehouse,Chicago DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000237,SHP00000055,2026-03-23 07:57:00,Exception,Guadalajara Fulfillment,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000238,SHP00000056,2026-05-08 16:07:00,Delivered,Guadalajara Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000239,SHP00000056,2026-05-08 22:07:00,Exception,Chicago DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000240,SHP00000056,2026-05-10 14:07:00,Packed,Boston Crossdock,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000241,SHP00000057,2026-01-07 09:44:00,Out for Delivery,Atlanta Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000242,SHP00000057,2026-01-08 05:44:00,Delivered,Denver Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000243,SHP00000057,2026-01-08 13:44:00,Departed Warehouse,Miami DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000244,SHP00000058,2026-01-11 19:52:00,Departed Warehouse,Atlanta DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000245,SHP00000058,2026-01-12 05:52:00,Arrived Hub,Monterrey Fulfillment,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000246,SHP00000058,2026-01-12 07:52:00,Out for Delivery,Phoenix DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000247,SHP00000058,2026-01-15 04:52:00,Exception,Guadalajara DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000248,SHP00000058,2026-01-15 15:52:00,Delivered,Denver Hub,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000249,SHP00000059,2026-04-22 04:48:00,Departed Warehouse,Atlanta Crossdock,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000250,SHP00000059,2026-04-22 18:48:00,Delivered,Monterrey Fulfillment,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000251,SHP00000059,2026-04-23 04:48:00,Arrived Hub,Vancouver Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000252,SHP00000059,2026-04-23 19:48:00,Exception,Phoenix DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000253,SHP00000059,2026-04-25 20:48:00,Packed,Guadalajara Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000254,SHP00000060,2026-06-04 02:46:00,Delivered,Phoenix DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000255,SHP00000060,2026-06-05 00:46:00,Departed Warehouse,Atlanta DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000256,SHP00000060,2026-06-05 14:46:00,Arrived Hub,Denver Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000257,SHP00000061,2026-02-04 02:25:00,Out for Delivery,Guadalajara Fulfillment,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000258,SHP00000061,2026-02-04 18:25:00,Arrived Hub,Atlanta Crossdock,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000259,SHP00000061,2026-02-05 22:25:00,Delivered,Miami Fulfillment,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000260,SHP00000061,2026-02-07 05:25:00,Packed,Guadalajara Fulfillment,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000261,SHP00000062,2026-04-25 12:56:00,Delivered,Boston Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000262,SHP00000062,2026-04-26 12:56:00,Exception,Guadalajara Hub,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000263,SHP00000062,2026-04-26 00:56:00,Arrived Hub,Phoenix DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000264,SHP00000062,2026-04-27 18:56:00,Packed,Guadalajara DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000265,SHP00000063,2026-04-25 14:30:00,Out for Delivery,Miami Fulfillment,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000266,SHP00000063,2026-04-26 09:30:00,Departed Warehouse,Denver Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000267,SHP00000063,2026-04-28 00:30:00,Picked,Denver Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000268,SHP00000063,2026-04-26 17:30:00,Exception,Seattle Fulfillment,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000269,SHP00000063,2026-04-26 06:30:00,Delivered,Vancouver Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000270,SHP00000063,2026-04-28 02:30:00,Packed,Chicago DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000271,SHP00000064,2026-05-13 02:49:00,Departed Warehouse,Guadalajara Hub,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000272,SHP00000064,2026-05-13 08:49:00,Delivered,Guadalajara DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000273,SHP00000064,2026-05-14 10:49:00,Exception,Guadalajara Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000274,SHP00000064,2026-05-14 14:49:00,Out for Delivery,Miami DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000275,SHP00000064,2026-05-13 22:49:00,Picked,Miami DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000276,SHP00000065,2026-04-12 04:18:00,Exception,Guadalajara DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000277,SHP00000065,2026-04-12 09:18:00,Packed,Seattle Fulfillment,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000278,SHP00000065,2026-04-12 20:18:00,Arrived Hub,Atlanta DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000279,SHP00000066,2026-04-15 07:16:00,Packed,Vancouver DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000280,SHP00000066,2026-04-16 02:16:00,Departed Warehouse,Seattle Fulfillment,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000281,SHP00000066,2026-04-17 15:16:00,Picked,Denver Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000282,SHP00000067,2026-03-06 07:12:00,Exception,Guadalajara Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000283,SHP00000067,2026-03-07 07:12:00,Arrived Hub,Chicago DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000284,SHP00000067,2026-03-08 19:12:00,Packed,Denver Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000285,SHP00000067,2026-03-08 16:12:00,Picked,Phoenix DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000286,SHP00000067,2026-03-09 11:12:00,Out for Delivery,Phoenix DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000287,SHP00000067,2026-03-12 08:12:00,Departed Warehouse,Vancouver Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000000288,SHP00000068,2026-01-12 21:22:00,Delivered,Seattle Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
