invoice_id,subscriber_id,billing_month,invoice_date,due_date,monthly_charge,usage_charge,tax_amount,other_fees,total_amount,invoice_status
INV400000120,SUB00000120,2026-04-01,2026-04-28,2026-05-16,175.77,46.53,23.26,12.92,258.49,Open
INV500000120,SUB00000120,2026-05-01,2026-05-28,2026-06-15,67.66,17.91,8.95,4.97,99.50,Past Due
INV400000121,SUB00000121,2026-04-01,2026-04-28,2026-05-16,25.12,6.65,3.33,1.85,36.95,Cancelled
INV500000121,SUB00000121,2026-05-01,2026-05-28,2026-06-15,116.06,30.72,15.36,8.53,170.67,Cancelled
INV400000122,SUB00000122,2026-04-01,2026-04-28,2026-05-16,21.57,5.71,2.85,1.59,31.72,open 
INV500000122,SUB00000122,2026-05-01,2026-05-28,2026-06-15,172.37,45.63,22.81,12.67,253.48,open 
INV400000123,SUB00000123,2026-04-01,2026-04-28,2026-05-16,144.31,38.20,19.10,10.61,212.22,Paid
INV500000123,SUB00000123,2026-05-01,2026-05-28,2026-06-15,36.69,9.71,4.86,2.70,53.96,Past Due
INV400000124,SUB00000124,2026-04-01,2026-04-28,2026-05-16,162.85,43.11,21.55,11.97,239.48,Past Due
INV500000124,SUB00000124,2026-05-01,2026-05-28,2026-06-15,155.64,41.20,20.60,11.44,228.89,Open
INV400000125,SUB00000125,2026-04-01,2026-04-28,2026-05-16,86.28,22.84,11.42,6.34,126.88,Paid
INV500000125,SUB00000125,2026-05-01,2026-05-28,2026-06-15,117.89,31.21,15.60,8.67,173.37,open 
INV400000126,SUB00000126,2026-04-01,2026-04-28,2026-05-16,80.08,21.20,10.60,5.89,117.76,open 
INV500000126,SUB00000126,2026-05-01,2026-05-28,2026-06-15,22.92,6.07,3.03,1.69,33.71,Past Due
INV400000127,SUB00000127,2026-04-01,2026-04-28,2026-05-16,87.23,23.09,11.55,6.41,128.28,Open
INV500000127,SUB00000127,2026-05-01,2026-05-28,2026-06-15,124.55,32.97,16.48,9.16,183.16,Paid
INV400000128,SUB00000128,2026-04-01,2026-04-28,2026-05-16,102.05,27.01,13.51,7.50,150.08,Cancelled
INV500000128,SUB00000128,2026-05-01,2026-05-28,2026-06-15,37.98,10.05,5.03,2.79,55.86,Open
INV400000129,SUB00000129,2026-04-01,2026-04-28,2026-05-16,87.82,23.25,11.62,6.46,129.14,Paid
INV500000129,SUB00000129,2026-05-01,2026-05-28,2026-06-15,116.59,30.86,15.43,8.57,171.46,open 
INV400000130,SUB00000130,2026-04-01,2026-04-28,2026-05-16,71.39,18.90,9.45,5.25,104.99,Paid
INV500000130,SUB00000130,2026-05-01,2026-05-28,2026-06-15,117.26,31.04,15.52,8.62,172.43,Paid
INV400000131,SUB00000131,2026-04-01,2026-04-28,2026-05-16,40.05,10.60,5.30,2.94,58.90,Paid
INV500000131,SUB00000131,2026-05-01,2026-05-28,2026-06-15,175.19,46.38,23.19,12.88,257.64,open 
INV400000132,SUB00000132,2026-04-01,2026-04-28,2026-05-16,115.80,30.65,15.33,8.51,170.30,open 
INV500000132,SUB00000132,2026-05-01,2026-05-28,2026-06-15,27.97,7.40,3.70,2.06,41.13,Cancelled
INV400000133,SUB00000133,2026-04-01,2026-04-28,2026-05-16,82.06,21.72,10.86,6.03,120.67,Paid
INV500000133,SUB00000133,2026-05-01,2026-05-28,2026-06-15,14.28,3.78,1.89,1.05,21.00,Past Due
INV400000134,SUB00000134,2026-04-01,2026-04-28,2026-05-16,111.60,29.54,14.77,8.21,164.11,Cancelled
INV500000134,SUB00000134,2026-05-01,2026-05-28,2026-06-15,91.73,24.28,12.14,6.74,134.90,Cancelled
INV400000135,SUB00000135,2026-04-01,2026-04-28,2026-05-16,28.92,7.66,3.83,2.13,42.54,Paid
INV500000135,SUB00000135,2026-05-01,2026-05-28,2026-06-15,76.86,20.34,10.17,5.65,113.02,Past Due
INV400000136,SUB00000136,2026-04-01,2026-04-28,2026-05-16,69.89,18.50,9.25,5.14,102.77,Open
INV500000136,SUB00000136,2026-05-01,2026-05-28,2026-06-15,85.21,22.56,11.28,6.27,125.32,Paid
INV400000137,SUB00000137,2026-04-01,2026-04-28,2026-05-16,22.09,5.85,2.92,1.62,32.49,Cancelled
INV500000137,SUB00000137,2026-05-01,2026-05-28,2026-06-15,150.38,39.81,19.90,11.06,221.15,open 
INV400000138,SUB00000138,2026-04-01,2026-04-28,2026-05-16,133.56,35.36,17.68,9.82,196.42,Paid
INV500000138,SUB00000138,2026-05-01,2026-05-28,2026-06-15,129.57,34.30,17.15,9.53,190.55,Cancelled
INV400000139,SUB00000139,2026-04-01,2026-04-28,2026-05-16,159.64,42.26,21.13,11.74,234.76,Cancelled
INV500000139,SUB00000139,2026-05-01,2026-05-28,2026-06-15,119.18,31.55,15.77,8.76,175.26,open 
INV400000140,SUB00000140,2026-04-01,2026-04-28,2026-05-16,103.52,27.40,13.70,7.61,152.24,Paid
INV500000140,SUB00000140,2026-05-01,2026-05-28,2026-06-15,62.70,16.60,8.30,4.61,92.21,open 
INV400000141,SUB00000141,2026-04-01,2026-04-28,2026-05-16,132.13,34.98,17.49,9.72,194.31,Past Due
INV500000141,SUB00000141,2026-05-01,2026-05-28,2026-06-15,111.26,29.45,14.73,8.18,163.61,Open
INV400000142,SUB00000142,2026-04-01,2026-04-28,2026-05-16,30.01,7.94,3.97,2.21,44.13,Cancelled
INV500000142,SUB00000142,2026-05-01,2026-05-28,2026-06-15,125.14,33.12,16.56,9.20,184.03,Open
INV400000143,SUB00000143,2026-04-01,2026-04-28,2026-05-16,117.52,31.11,15.55,8.64,172.82,Open
INV500000143,SUB00000143,2026-05-01,2026-05-28,2026-06-15,69.84,18.49,9.24,5.14,102.71,open 
INV400000144,SUB00000144,2026-04-01,2026-04-28,2026-05-16,145.11,38.41,19.21,10.67,213.40,Past Due
INV500000144,SUB00000144,2026-05-01,2026-05-28,2026-06-15,29.18,7.72,3.86,2.15,42.91,open 
INV400000145,SUB00000145,2026-04-01,2026-04-28,2026-05-16,156.30,41.37,20.69,11.49,229.85,Paid
INV500000145,SUB00000145,2026-05-01,2026-05-28,2026-06-15,162.91,43.12,21.56,11.98,239.58,Open
INV400000146,SUB00000146,2026-04-01,2026-04-28,2026-05-16,109.41,28.96,14.48,8.04,160.90,Cancelled
INV500000146,SUB00000146,2026-05-01,2026-05-28,2026-06-15,69.91,18.51,9.25,5.14,102.81,open 
INV400000147,SUB00000147,2026-04-01,2026-04-28,2026-05-16,175.73,46.52,23.26,12.92,258.42,open 
INV500000147,SUB00000147,2026-05-01,2026-05-28,2026-06-15,136.17,36.04,18.02,10.01,200.25,open 
INV400000148,SUB00000148,2026-04-01,2026-04-28,2026-05-16,115.33,30.53,15.26,8.48,169.61,Open
INV500000148,SUB00000148,2026-05-01,2026-05-28,2026-06-15,74.29,19.67,9.83,5.46,109.25,Paid
INV400000149,SUB00000149,2026-04-01,2026-04-28,2026-05-16,157.74,41.75,20.88,11.60,231.97,Past Due
INV500000149,SUB00000149,2026-05-01,2026-05-28,2026-06-15,153.25,40.57,20.28,11.27,225.37,Cancelled
INV400000150,SUB00000150,2026-04-01,2026-04-28,2026-05-16,46.20,12.23,6.11,3.40,67.93,Cancelled
INV500000150,SUB00000150,2026-05-01,2026-05-28,2026-06-15,135.20,35.79,17.89,9.94,198.83,open 
INV400000151,SUB00000151,2026-04-01,2026-04-28,2026-05-16,34.33,9.09,4.54,2.52,50.49,Paid
INV500000151,SUB00000151,2026-05-01,2026-05-28,2026-06-15,125.74,33.28,16.64,9.25,184.91,open 
INV400000152,SUB00000152,2026-04-01,2026-04-28,2026-05-16,81.01,21.44,10.72,5.96,119.14,Cancelled
INV500000152,SUB00000152,2026-05-01,2026-05-28,2026-06-15,144.28,38.19,19.10,10.61,212.18,Paid
INV400000153,SUB00000153,2026-04-01,2026-04-28,2026-05-16,29.18,7.72,3.86,2.15,42.91,open 
INV500000153,SUB00000153,2026-05-01,2026-05-28,2026-06-15,134.40,35.58,17.79,9.88,197.65,Paid
INV400000154,SUB00000154,2026-04-01,2026-04-28,2026-05-16,21.08,5.58,2.79,1.55,31.00,open 
INV500000154,SUB00000154,2026-05-01,2026-05-28,2026-06-15,96.60,25.57,12.79,7.10,142.07,Paid
INV400000155,SUB00000155,2026-04-01,2026-04-28,2026-05-16,35.87,9.50,4.75,2.64,52.75,Open
INV500000155,SUB00000155,2026-05-01,2026-05-28,2026-06-15,139.60,36.95,18.48,10.27,205.30,Paid
INV400000156,SUB00000156,2026-04-01,2026-04-28,2026-05-16,117.13,31.00,15.50,8.61,172.24,Open
INV500000156,SUB00000156,2026-05-01,2026-05-28,2026-06-15,50.03,13.24,6.62,3.68,73.57,Paid
INV400000157,SUB00000157,2026-04-01,2026-04-28,2026-05-16,47.98,12.70,6.35,3.53,70.55,Paid
INV500000157,SUB00000157,2026-05-01,2026-05-28,2026-06-15,77.48,20.51,10.25,5.70,113.94,Open
INV400000158,SUB00000158,2026-04-01,2026-04-28,2026-05-16,116.49,30.84,15.42,8.57,171.31,Past Due
INV500000158,SUB00000158,2026-05-01,2026-05-28,2026-06-15,135.24,35.80,17.90,9.94,198.88,open 
INV400000159,SUB00000159,2026-04-01,2026-04-28,2026-05-16,71.45,18.91,9.46,5.25,105.08,Cancelled
INV500000159,SUB00000159,2026-05-01,2026-05-28,2026-06-15,172.23,45.59,22.80,12.66,253.29,open 
INV400000160,SUB00000160,2026-04-01,2026-04-28,2026-05-16,103.95,27.52,13.76,7.64,152.87,Open
INV500000160,SUB00000160,2026-05-01,2026-05-28,2026-06-15,121.17,32.07,16.04,8.91,178.19,Open
INV400000161,SUB00000161,2026-04-01,2026-04-28,2026-05-16,110.51,29.25,14.63,8.13,162.51,Past Due
INV500000161,SUB00000161,2026-05-01,2026-05-28,2026-06-15,20.27,5.36,2.68,1.49,29.80,Cancelled
INV400000162,SUB00000162,2026-04-01,2026-04-28,2026-05-16,134.35,35.56,17.78,9.88,197.57,open 
INV500000162,SUB00000162,2026-05-01,2026-05-28,2026-06-15,113.02,29.92,14.96,8.31,166.20,Open
INV400000163,SUB00000163,2026-04-01,2026-04-28,2026-05-16,63.93,16.92,8.46,4.70,94.01,Cancelled
INV500000163,SUB00000163,2026-05-01,2026-05-28,2026-06-15,126.28,33.43,16.71,9.29,185.71,Paid
INV400000164,SUB00000164,2026-04-01,2026-04-28,2026-05-16,19.54,5.17,2.59,1.44,28.74,open 
INV500000164,SUB00000164,2026-05-01,2026-05-28,2026-06-15,140.86,37.29,18.64,10.36,207.15,Cancelled
INV400000165,SUB00000165,2026-04-01,2026-04-28,2026-05-16,14.80,3.92,1.96,1.09,21.77,Cancelled
INV500000165,SUB00000165,2026-05-01,2026-05-28,2026-06-15,97.42,25.79,12.89,7.16,143.27,Paid
INV400000166,SUB00000166,2026-04-01,2026-04-28,2026-05-16,155.08,41.05,20.53,11.40,228.06,Past Due
INV500000166,SUB00000166,2026-05-01,2026-05-28,2026-06-15,149.92,39.68,19.84,11.02,220.47,Open
INV400000167,SUB00000167,2026-04-01,2026-04-28,2026-05-16,174.71,46.25,23.12,12.85,256.93,Open
INV500000167,SUB00000167,2026-05-01,2026-05-28,2026-06-15,56.77,15.03,7.51,4.17,83.49,Cancelled
INV400000168,SUB00000168,2026-04-01,2026-04-28,2026-05-16,145.66,38.56,19.28,10.71,214.21,open 
INV500000168,SUB00000168,2026-05-01,2026-05-28,2026-06-15,59.70,15.80,7.90,4.39,87.80,open 
INV400000169,SUB00000169,2026-04-01,2026-04-28,2026-05-16,105.11,27.82,13.91,7.73,154.58,Cancelled
INV500000169,SUB00000169,2026-05-01,2026-05-28,2026-06-15,163.60,43.31,21.65,12.03,240.59,Open
INV400000170,SUB00000170,2026-04-01,2026-04-28,2026-05-16,113.44,30.03,15.01,8.34,166.82,open 
INV500000170,SUB00000170,2026-05-01,2026-05-28,2026-06-15,120.13,31.80,15.90,8.83,176.66,Past Due
INV400000171,SUB00000171,2026-04-01,2026-04-28,2026-05-16,62.06,16.43,8.21,4.56,91.26,Cancelled
INV500000171,SUB00000171,2026-05-01,2026-05-28,2026-06-15,156.17,41.34,20.67,11.48,229.67,Paid
INV400000172,SUB00000172,2026-04-01,2026-04-28,2026-05-16,113.70,30.10,15.05,8.36,167.21,Paid
INV500000172,SUB00000172,2026-05-01,2026-05-28,2026-06-15,82.19,21.76,10.88,6.04,120.87,Paid
INV400000173,SUB00000173,2026-04-01,2026-04-28,2026-05-16,22.65,5.99,3.00,1.67,33.30,Paid
INV500000173,SUB00000173,2026-05-01,2026-05-28,2026-06-15,169.22,44.79,22.40,12.44,248.86,Paid
INV400000174,SUB00000174,2026-04-01,2026-04-28,2026-05-16,137.60,36.42,18.21,10.12,202.35,Past Due
INV500000174,SUB00000174,2026-05-01,2026-05-28,2026-06-15,15.65,4.14,2.07,1.15,23.02,Open
INV400000175,SUB00000175,2026-04-01,2026-04-28,2026-05-16,65.82,17.42,8.71,4.84,96.79,Past Due
INV500000175,SUB00000175,2026-05-01,2026-05-28,2026-06-15,91.69,24.27,12.14,6.74,134.83,open 
INV400000176,SUB00000176,2026-04-01,2026-04-28,2026-05-16,140.21,37.11,18.56,10.31,206.19,open 
INV500000176,SUB00000176,2026-05-01,2026-05-28,2026-06-15,114.65,30.35,15.17,8.43,168.60,Open
INV400000177,SUB00000177,2026-04-01,2026-04-28,2026-05-16,37.04,9.80,4.90,2.72,54.47,Past Due
INV500000177,SUB00000177,2026-05-01,2026-05-28,2026-06-15,101.87,26.97,13.48,7.49,149.81,Paid
INV400000178,SUB00000178,2026-04-01,2026-04-28,2026-05-16,121.46,32.15,16.08,8.93,178.62,open 
INV500000178,SUB00000178,2026-05-01,2026-05-28,2026-06-15,56.27,14.90,7.45,4.14,82.75,open 
INV400000179,SUB00000179,2026-04-01,2026-04-28,2026-05-16,37.26,9.86,4.93,2.74,54.79,Cancelled
INV500000179,SUB00000179,2026-05-01,2026-05-28,2026-06-15,169.93,44.98,22.49,12.49,249.90,Open
INV400000180,SUB00000180,2026-04-01,2026-04-28,2026-05-16,132.08,34.96,17.48,9.71,194.24,open 
INV500000180,SUB00000180,2026-05-01,2026-05-28,2026-06-15,34.63,9.17,4.58,2.55,50.93,open 
INV400000181,SUB00000181,2026-04-01,2026-04-28,2026-05-16,155.61,41.19,20.60,11.44,228.84,Open
INV500000181,SUB00000181,2026-05-01,2026-05-28,2026-06-15,47.67,12.62,6.31,3.50,70.10,Open
INV400000182,SUB00000182,2026-04-01,2026-04-28,2026-05-16,115.86,30.67,15.33,8.52,170.38,Open
INV500000182,SUB00000182,2026-05-01,2026-05-28,2026-06-15,155.00,41.03,20.52,11.40,227.95,open 
INV400000183,SUB00000183,2026-04-01,2026-04-28,2026-05-16,33.12,8.77,4.38,2.44,48.70,Open
INV500000183,SUB00000183,2026-05-01,2026-05-28,2026-06-15,151.77,40.18,20.09,11.16,223.20,Open
INV400000184,SUB00000184,2026-04-01,2026-04-28,2026-05-16,108.04,28.60,14.30,7.94,158.88,Paid
INV500000184,SUB00000184,2026-05-01,2026-05-28,2026-06-15,38.84,10.28,5.14,2.86,57.12,Paid
INV400000185,SUB00000185,2026-04-01,2026-04-28,2026-05-16,162.64,43.05,21.53,11.96,239.17,open 
INV500000185,SUB00000185,2026-05-01,2026-05-28,2026-06-15,160.39,42.46,21.23,11.79,235.86,Cancelled
INV400000186,SUB00000186,2026-04-01,2026-04-28,2026-05-16,140.73,37.25,18.63,10.35,206.95,Past Due
INV500000186,SUB00000186,2026-05-01,2026-05-28,2026-06-15,40.21,10.65,5.32,2.96,59.14,Open
INV400000187,SUB00000187,2026-04-01,2026-04-28,2026-05-16,170.52,45.14,22.57,12.54,250.76,open 
INV500000187,SUB00000187,2026-05-01,2026-05-28,2026-06-15,168.89,44.71,22.35,12.42,248.37,Past Due
INV400000188,SUB00000188,2026-04-01,2026-04-28,2026-05-16,106.90,28.30,14.15,7.86,157.21,Past Due
INV500000188,SUB00000188,2026-05-01,2026-05-28,2026-06-15,144.61,38.28,19.14,10.63,212.66,open 
INV400000189,SUB00000189,2026-04-01,2026-04-28,2026-05-16,173.80,46.01,23.00,12.78,255.59,Cancelled
INV500000189,SUB00000189,2026-05-01,2026-05-28,2026-06-15,57.71,15.28,7.64,4.24,84.87,Open
INV400000190,SUB00000190,2026-04-01,2026-04-28,2026-05-16,109.54,29.00,14.50,8.05,161.09,Cancelled
INV500000190,SUB00000190,2026-05-01,2026-05-28,2026-06-15,107.66,28.50,14.25,7.92,158.32,Open
INV400000191,SUB00000191,2026-04-01,2026-04-28,2026-05-16,30.99,8.20,4.10,2.28,45.58,Open
INV500000191,SUB00000191,2026-05-01,2026-05-28,2026-06-15,124.98,33.08,16.54,9.19,183.79,Open
INV400000192,SUB00000192,2026-04-01,2026-04-28,2026-05-16,119.50,31.63,15.82,8.79,175.73,open 
INV500000192,SUB00000192,2026-05-01,2026-05-28,2026-06-15,39.39,10.43,5.21,2.90,57.92,Open
INV400000193,SUB00000193,2026-04-01,2026-04-28,2026-05-16,118.73,31.43,15.71,8.73,174.60,Past Due
INV500000193,SUB00000193,2026-05-01,2026-05-28,2026-06-15,67.13,17.77,8.88,4.94,98.72,Open
INV400000194,SUB00000194,2026-04-01,2026-04-28,2026-05-16,35.73,9.46,4.73,2.63,52.54,Past Due
INV500000194,SUB00000194,2026-05-01,2026-05-28,2026-06-15,38.38,10.16,5.08,2.82,56.44,Cancelled
INV400000195,SUB00000195,2026-04-01,2026-04-28,2026-05-16,51.67,13.68,6.84,3.80,75.99,Cancelled
INV500000195,SUB00000195,2026-05-01,2026-05-28,2026-06-15,24.70,6.54,3.27,1.82,36.32,Open
INV400000196,SUB00000196,2026-04-01,2026-04-28,2026-05-16,25.80,6.83,3.42,1.90,37.94,open 
INV500000196,SUB00000196,2026-05-01,2026-05-28,2026-06-15,106.76,28.26,14.13,7.85,157.01,Cancelled
INV400000197,SUB00000197,2026-04-01,2026-04-28,2026-05-16,60.34,15.97,7.99,4.44,88.74,Past Due
INV500000197,SUB00000197,2026-05-01,2026-05-28,2026-06-15,82.53,21.85,10.92,6.07,121.36,Past Due
INV400000198,SUB00000198,2026-04-01,2026-04-28,2026-05-16,123.63,32.72,16.36,9.09,181.81,Cancelled
INV500000198,SUB00000198,2026-05-01,2026-05-28,2026-06-15,69.68,18.44,9.22,5.12,102.47,Open
INV400000199,SUB00000199,2026-04-01,2026-04-28,2026-05-16,149.16,39.48,19.74,10.97,219.36,Past Due
INV500000199,SUB00000199,2026-05-01,2026-05-28,2026-06-15,132.04,34.95,17.48,9.71,194.17,Open
INV400000200,SUB00000200,2026-04-01,2026-04-28,2026-05-16,50.30,13.31,6.66,3.70,73.97,open 
INV500000200,SUB00000200,2026-05-01,2026-05-28,2026-06-15,125.05,33.10,16.55,9.20,183.90,Cancelled
INV400000201,SUB00000201,2026-04-01,2026-04-28,2026-05-16,14.47,3.83,1.91,1.06,21.28,open 
INV500000201,SUB00000201,2026-05-01,2026-05-28,2026-06-15,70.97,18.79,9.39,5.22,104.37,open 
INV400000202,SUB00000202,2026-04-01,2026-04-28,2026-05-16,120.79,31.97,15.99,8.88,177.63,Cancelled
INV500000202,SUB00000202,2026-05-01,2026-05-28,2026-06-15,93.21,24.67,12.34,6.85,137.07,Paid
INV400000203,SUB00000203,2026-04-01,2026-04-28,2026-05-16,16.17,4.28,2.14,1.19,23.79,Paid
INV500000203,SUB00000203,2026-05-01,2026-05-28,2026-06-15,101.16,26.78,13.39,7.44,148.76,Open
INV400000204,SUB00000204,2026-04-01,2026-04-28,2026-05-16,41.16,10.90,5.45,3.03,60.53,Past Due
INV500000204,SUB00000204,2026-05-01,2026-05-28,2026-06-15,105.14,27.83,13.92,7.73,154.62,Cancelled
INV400000205,SUB00000205,2026-04-01,2026-04-28,2026-05-16,160.61,42.51,21.26,11.81,236.19,open 
INV500000205,SUB00000205,2026-05-01,2026-05-28,2026-06-15,81.39,21.54,10.77,5.98,119.69,Paid
INV400000206,SUB00000206,2026-04-01,2026-04-28,2026-05-16,154.12,40.80,20.40,11.33,226.64,open 
INV500000206,SUB00000206,2026-05-01,2026-05-28,2026-06-15,129.17,34.19,17.10,9.50,189.95,Paid
INV400000207,SUB00000207,2026-04-01,2026-04-28,2026-05-16,167.21,44.26,22.13,12.30,245.90,Paid
INV500000207,SUB00000207,2026-05-01,2026-05-28,2026-06-15,167.76,44.41,22.20,12.34,246.70,Paid
INV400000208,SUB00000208,2026-04-01,2026-04-28,2026-05-16,16.53,4.38,2.19,1.22,24.31,Open
INV500000208,SUB00000208,2026-05-01,2026-05-28,2026-06-15,17.15,4.54,2.27,1.26,25.23,Open
INV400000209,SUB00000209,2026-04-01,2026-04-28,2026-05-16,166.60,44.10,22.05,12.25,245.00,Open
INV500000209,SUB00000209,2026-05-01,2026-05-28,2026-06-15,111.38,29.48,14.74,8.19,163.79,Cancelled
INV400000210,SUB00000210,2026-04-01,2026-04-28,2026-05-16,81.96,21.69,10.85,6.03,120.53,Paid
INV500000210,SUB00000210,2026-05-01,2026-05-28,2026-06-15,157.66,41.73,20.87,11.59,231.85,open 
INV400000211,SUB00000211,2026-04-01,2026-04-28,2026-05-16,163.86,43.37,21.69,12.05,240.97,Cancelled
INV500000211,SUB00000211,2026-05-01,2026-05-28,2026-06-15,94.82,25.10,12.55,6.97,139.45,Past Due
INV400000212,SUB00000212,2026-04-01,2026-04-28,2026-05-16,149.02,39.45,19.72,10.96,219.15,Open
INV500000212,SUB00000212,2026-05-01,2026-05-28,2026-06-15,27.42,7.26,3.63,2.02,40.33,Past Due
INV400000213,SUB00000213,2026-04-01,2026-04-28,2026-05-16,74.22,19.65,9.82,5.46,109.15,Cancelled
INV500000213,SUB00000213,2026-05-01,2026-05-28,2026-06-15,155.05,41.04,20.52,11.40,228.01,open 
INV400000214,SUB00000214,2026-04-01,2026-04-28,2026-05-16,173.55,45.94,22.97,12.76,255.22,Past Due
INV500000214,SUB00000214,2026-05-01,2026-05-28,2026-06-15,14.05,3.72,1.86,1.03,20.66,Cancelled
INV400000215,SUB00000215,2026-04-01,2026-04-28,2026-05-16,85.45,22.62,11.31,6.28,125.66,Open
INV500000215,SUB00000215,2026-05-01,2026-05-28,2026-06-15,73.02,19.33,9.66,5.37,107.39,Open
INV400000216,SUB00000216,2026-04-01,2026-04-28,2026-05-16,143.51,37.99,18.99,10.55,211.04,Past Due
INV500000216,SUB00000216,2026-05-01,2026-05-28,2026-06-15,146.10,38.67,19.34,10.74,214.85,Paid
INV400000217,SUB00000217,2026-04-01,2026-04-28,2026-05-16,51.26,13.57,6.78,3.77,75.38,Past Due
INV500000217,SUB00000217,2026-05-01,2026-05-28,2026-06-15,147.48,39.04,19.52,10.84,216.89,Past Due
INV400000218,SUB00000218,2026-04-01,2026-04-28,2026-05-16,104.55,27.67,13.84,7.69,153.75,Paid
INV500000218,SUB00000218,2026-05-01,2026-05-28,2026-06-15,64.16,16.98,8.49,4.72,94.35,Cancelled
INV400000219,SUB00000219,2026-04-01,2026-04-28,2026-05-16,35.90,9.50,4.75,2.64,52.79,Paid
INV500000219,SUB00000219,2026-05-01,2026-05-28,2026-06-15,142.87,37.82,18.91,10.50,210.10,Paid
INV400000220,SUB00000220,2026-04-01,2026-04-28,2026-05-16,70.11,18.56,9.28,5.16,103.11,Paid
INV500000220,SUB00000220,2026-05-01,2026-05-28,2026-06-15,52.30,13.84,6.92,3.85,76.91,Open
INV400000221,SUB00000221,2026-04-01,2026-04-28,2026-05-16,150.91,39.95,19.97,11.10,221.93,open 
INV500000221,SUB00000221,2026-05-01,2026-05-28,2026-06-15,17.00,4.50,2.25,1.25,24.99,Open
INV400000222,SUB00000222,2026-04-01,2026-04-28,2026-05-16,30.61,8.10,4.05,2.25,45.02,Open
INV500000222,SUB00000222,2026-05-01,2026-05-28,2026-06-15,144.59,38.27,19.14,10.63,212.63,Paid
INV400000223,SUB00000223,2026-04-01,2026-04-28,2026-05-16,29.41,7.78,3.89,2.16,43.25,Paid
INV500000223,SUB00000223,2026-05-01,2026-05-28,2026-06-15,122.14,32.33,16.17,8.98,179.62,Paid
INV400000224,SUB00000224,2026-04-01,2026-04-28,2026-05-16,90.76,24.02,12.01,6.67,133.47,Past Due
INV500000224,SUB00000224,2026-05-01,2026-05-28,2026-06-15,42.16,11.16,5.58,3.10,61.99,Cancelled
INV400000225,SUB00000225,2026-04-01,2026-04-28,2026-05-16,79.02,20.92,10.46,5.81,116.20,Past Due
INV500000225,SUB00000225,2026-05-01,2026-05-28,2026-06-15,80.60,21.34,10.67,5.93,118.53,Cancelled
INV400000226,SUB00000226,2026-04-01,2026-04-28,2026-05-16,17.73,4.69,2.35,1.30,26.08,Open
INV500000226,SUB00000226,2026-05-01,2026-05-28,2026-06-15,171.94,45.51,22.76,12.64,252.85,Open
INV400000227,SUB00000227,2026-04-01,2026-04-28,2026-05-16,19.60,5.19,2.59,1.44,28.83,open 
INV500000227,SUB00000227,2026-05-01,2026-05-28,2026-06-15,161.11,42.65,21.32,11.85,236.93,Paid
INV400000228,SUB00000228,2026-04-01,2026-04-28,2026-05-16,69.15,18.31,9.15,5.08,101.70,Cancelled
INV500000228,SUB00000228,2026-05-01,2026-05-28,2026-06-15,85.33,22.59,11.29,6.27,125.49,Paid
INV400000229,SUB00000229,2026-04-01,2026-04-28,2026-05-16,116.46,30.83,15.41,8.56,171.26,Cancelled
INV500000229,SUB00000229,2026-05-01,2026-05-28,2026-06-15,172.28,45.60,22.80,12.67,253.35,Paid
INV400000230,SUB00000230,2026-04-01,2026-04-28,2026-05-16,147.91,39.15,19.58,10.88,217.51,Cancelled
INV500000230,SUB00000230,2026-05-01,2026-05-28,2026-06-15,67.12,17.77,8.88,4.94,98.70,Cancelled
INV400000231,SUB00000231,2026-04-01,2026-04-28,2026-05-16,96.09,25.44,12.72,7.07,141.31,Past Due
INV500000231,SUB00000231,2026-05-01,2026-05-28,2026-06-15,127.00,33.62,16.81,9.34,186.76,Paid
INV400000232,SUB00000232,2026-04-01,2026-04-28,2026-05-16,118.82,31.45,15.73,8.74,174.74,Open
INV500000232,SUB00000232,2026-05-01,2026-05-28,2026-06-15,76.15,20.16,10.08,5.60,111.98,open 
INV400000233,SUB00000233,2026-04-01,2026-04-28,2026-05-16,141.56,37.47,18.74,10.41,208.18,Cancelled
INV500000233,SUB00000233,2026-05-01,2026-05-28,2026-06-15,64.39,17.04,8.52,4.73,94.69,open 
INV400000234,SUB00000234,2026-04-01,2026-04-28,2026-05-16,88.41,23.40,11.70,6.50,130.01,Open
INV500000234,SUB00000234,2026-05-01,2026-05-28,2026-06-15,173.56,45.94,22.97,12.76,255.23,Paid
INV400000235,SUB00000235,2026-04-01,2026-04-28,2026-05-16,140.96,37.31,18.66,10.36,207.29,Cancelled
