work_order_id,asset_id,site_id,created_date,scheduled_date,completed_date,maintenance_type,priority,status,labor_hours,parts_cost,_bronze_loaded_at_utc,_source_file
WO00000585,AST000018,SITE0003,2026-03-13,2026-03-21,,Inspection,High,Cancelled,47.44,27391.62,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000586,AST000010,SITE0002,2026-04-15,2026-04-15,2026-05-05,Preventive,Low,Open,39.86,9849.43,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000587,AST000201,SITE0024,2026-02-14,2026-02-15,2026-03-26,preventive ,Critical,open ,60.78,41190.87,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000588,AST000059,SITE0008,2026-01-06,2026-01-06,2026-01-11,preventive ,medium ,open ,23.66,11821.15,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000589,AST000162,SITE0019,2026-03-06,2026-03-15,2026-03-16,Corrective,medium ,In Progress,42.05,33988.55,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000590,AST000163,SITE0020,2026-05-21,2026-05-25,2026-06-10,preventive ,Low,Cancelled,57.69,7392.47,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000591,AST000178,SITE0021,2026-02-28,2026-03-09,2026-03-05,Inspection,Critical,Open,50.64,9920.95,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000592,AST000220,SITE0026,2026-05-08,2026-05-09,2026-05-28,preventive ,Critical,In Progress,17.07,29732.74,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000593,AST000214,SITE0026,2026-05-14,2026-05-19,2026-06-03,Corrective,Medium,open ,1.75,5899.44,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000594,AST000120,SITE0015,2026-05-08,2026-05-14,2026-05-10,Emergency,Critical,Open,49.99,17550.83,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000595,AST000214,SITE0026,2026-01-18,2026-01-22,,Emergency,medium ,Completed,65.18,5117.67,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000596,AST000078,SITE0010,2026-01-16,2026-01-23,2026-02-25,Corrective,Critical,Cancelled,51.94,31618.72,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000597,AST000005,SITE0001,2026-02-07,2026-02-15,2026-02-08,Inspection,Critical,Completed,29.25,4899.52,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000598,AST000102,SITE0013,2026-03-14,2026-03-18,2026-04-23,preventive ,Low,Open,19.62,37801.43,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000599,AST000129,SITE0016,2026-05-04,2026-05-12,2026-05-24,Corrective,High,open ,54.66,19508.24,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000600,AST000149,SITE0018,2026-02-23,2026-02-24,2026-03-15,Corrective,Low,Cancelled,68.51,12687.29,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000601,AST000131,SITE0016,2026-05-10,2026-05-12,2026-06-19,Emergency,Critical,open ,25.16,14192.36,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000602,AST000188,SITE0022,2026-02-15,2026-02-22,2026-03-27,Inspection,Medium,In Progress,42.98,28851.00,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000603,AST000114,SITE0014,2026-05-10,2026-05-15,2026-05-11,preventive ,Low,Open,34.62,3639.61,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000604,AST000125,SITE0015,2026-01-28,2026-02-07,2026-03-09,Emergency,High,open ,44.61,12925.93,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000605,AST000083,SITE0010,2026-03-28,2026-04-07,2026-04-17,Preventive,Critical,Open,49.07,22718.88,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000606,AST000106,SITE0013,2026-03-05,2026-03-05,2026-04-14,preventive ,medium ,Completed,79.36,16096.61,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000607,AST000130,SITE0016,2026-04-12,2026-04-22,2026-04-22,Inspection,Low,In Progress,69.20,39997.68,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000608,AST000101,SITE0013,2026-03-30,2026-04-05,2026-04-01,Preventive,Critical,In Progress,12.40,1367.10,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000609,AST000170,SITE0020,2026-02-07,2026-02-08,2026-02-17,Emergency,medium ,open ,77.00,3102.12,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000610,AST000124,SITE0015,2026-03-30,2026-04-03,2026-04-19,preventive ,Critical,Completed,17.49,3609.98,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000611,AST000064,SITE0008,2026-01-06,2026-01-09,2026-01-07,Inspection,Low,Cancelled,22.66,18984.10,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000612,AST000174,SITE0021,2026-02-28,2026-03-08,2026-03-05,Corrective,medium ,Open,63.74,15900.74,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000613,AST000100,SITE0012,2026-03-11,2026-03-18,2026-03-21,Emergency,medium ,Completed,66.88,4244.08,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000614,AST000181,SITE0021,2026-05-09,2026-05-19,2026-05-11,Emergency,Medium,Completed,61.31,33210.78,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000615,AST000136,SITE0016,2026-01-07,2026-01-12,2026-01-08,Preventive,High,Open,24.20,12867.67,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000616,AST000037,SITE0005,2026-05-28,2026-06-05,2026-07-07,Corrective,High,Cancelled,34.40,43497.81,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000617,AST000048,SITE0006,2026-02-04,2026-02-05,2026-02-09,preventive ,Critical,Cancelled,5.46,11963.22,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000618,AST000210,SITE0025,2026-04-07,2026-04-11,2026-04-08,Inspection,medium ,Cancelled,37.84,108.05,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000619,AST000184,SITE0022,2026-03-15,2026-03-22,,preventive ,Low,Completed,70.74,32442.51,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000620,AST000132,SITE0016,2026-01-16,2026-01-26,,Corrective,medium ,In Progress,52.05,11214.88,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000621,AST000032,SITE0005,2026-01-12,2026-01-15,2026-01-14,Preventive,Medium,Open,16.63,36199.52,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000622,AST000226,SITE0027,2026-01-25,2026-01-29,2026-01-26,preventive ,Low,Open,64.00,28194.46,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000623,AST000037,SITE0005,2026-05-05,2026-05-14,2026-05-25,Corrective,medium ,Open,41.96,24422.49,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000624,AST000035,SITE0005,2026-02-22,2026-02-28,,Inspection,High,Cancelled,55.02,31579.67,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000625,AST000049,SITE0006,2026-02-15,2026-02-16,2026-03-27,Preventive,Critical,In Progress,57.76,11419.24,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000626,AST000095,SITE0012,2026-05-09,2026-05-18,2026-05-14,preventive ,High,Completed,23.77,37692.27,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000627,AST000103,SITE0013,2026-01-06,2026-01-11,,Corrective,Low,Open,51.53,4575.11,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000628,AST000229,SITE0027,2026-01-11,2026-01-11,2026-01-31,preventive ,medium ,Open,71.62,5624.84,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000629,AST000025,SITE0004,2026-04-30,2026-04-30,2026-05-02,Corrective,Low,Open,36.25,42993.55,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000630,AST000045,SITE0006,2026-04-06,2026-04-10,2026-04-07,Preventive,Critical,Completed,26.10,21257.85,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000631,AST000009,SITE0002,2026-04-28,2026-04-30,,Emergency,Medium,Completed,77.08,26130.12,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000632,AST000182,SITE0021,2026-03-25,2026-03-30,,Emergency,High,In Progress,30.68,28768.21,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000633,AST000018,SITE0003,2026-02-11,2026-02-11,2026-03-03,Preventive,High,Cancelled,14.53,37411.33,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000634,AST000199,SITE0024,2026-05-10,2026-05-19,2026-05-30,Inspection,medium ,Completed,72.74,23859.69,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000635,AST000193,SITE0023,2026-04-16,2026-04-25,,Preventive,Medium,Open,3.01,3176.46,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000636,AST000035,SITE0005,2026-03-16,2026-03-25,2026-03-17,Preventive,Medium,Open,31.62,37202.11,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000637,AST000015,SITE0002,2026-04-07,2026-04-14,2026-04-12,preventive ,High,Cancelled,38.54,24431.60,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000638,AST000092,SITE0011,2026-02-24,2026-03-02,,preventive ,Low,In Progress,10.34,37969.69,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000639,AST000100,SITE0012,2026-01-22,2026-01-28,2026-03-03,Corrective,High,Open,17.35,4096.87,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000640,AST000107,SITE0013,2026-01-19,2026-01-19,2026-01-21,Corrective,medium ,Open,37.40,36069.17,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000641,AST000029,SITE0004,2026-01-15,2026-01-23,,preventive ,medium ,In Progress,71.19,39168.39,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000642,AST000183,SITE0022,2026-01-21,2026-01-31,2026-03-02,Inspection,Low,Completed,58.39,40761.95,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000643,AST000034,SITE0005,2026-02-11,2026-02-11,2026-03-23,preventive ,Low,open ,48.92,19772.32,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000644,AST000133,SITE0016,2026-03-22,2026-03-31,,preventive ,Critical,Open,31.19,12456.22,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000645,AST000067,SITE0008,2026-01-05,2026-01-08,2026-01-10,Corrective,Critical,Completed,50.57,34319.80,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000646,AST000205,SITE0024,2026-04-01,2026-04-07,2026-04-03,Corrective,High,open ,9.26,5566.60,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000647,AST000011,SITE0002,2026-05-04,2026-05-06,2026-05-09,preventive ,medium ,Completed,26.08,41499.88,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000648,AST000035,SITE0005,2026-01-01,2026-01-07,2026-01-03,Corrective,Low,Open,0.61,26006.64,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000649,AST000116,SITE0014,2026-04-17,2026-04-22,2026-04-22,Corrective,Medium,Open,64.12,14369.57,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000650,AST000066,SITE0008,2026-02-28,2026-03-04,2026-04-09,Emergency,Medium,open ,78.24,37501.10,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000651,AST000248,SITE0029,2026-01-02,2026-01-08,2026-01-03,Preventive,medium ,Open,23.79,32777.77,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000652,AST000174,SITE0021,2026-03-09,2026-03-13,2026-03-29,Emergency,medium ,In Progress,50.81,30601.53,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000653,AST000197,SITE0023,2026-03-13,2026-03-19,2026-03-15,preventive ,medium ,Completed,52.31,23090.91,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000654,AST000061,SITE0008,2026-05-22,2026-05-26,2026-05-27,preventive ,Critical,Completed,8.40,40609.82,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000655,AST000221,SITE0026,2026-04-05,2026-04-11,2026-05-15,preventive ,medium ,Open,2.13,800.94,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000656,AST000118,SITE0014,2026-04-15,2026-04-21,,preventive ,High,Open,44.93,2004.02,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000657,AST000072,SITE0009,2026-02-10,2026-02-20,2026-02-12,preventive ,High,open ,21.35,29099.99,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000658,AST000085,SITE0011,2026-02-22,2026-02-27,,preventive ,medium ,Cancelled,50.04,30676.41,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000659,AST000212,SITE0025,2026-05-03,2026-05-04,,Corrective,medium ,Cancelled,40.37,33188.89,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000660,AST000228,SITE0027,2026-02-02,2026-02-07,2026-02-12,preventive ,Medium,open ,14.33,14169.81,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000661,AST000093,SITE0012,2026-01-15,2026-01-15,,Emergency,Medium,Cancelled,79.66,1357.28,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000662,AST000094,SITE0012,2026-02-24,2026-02-27,2026-04-05,Emergency,Critical,In Progress,17.61,6436.33,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000663,AST000070,SITE0009,2026-03-13,2026-03-22,2026-04-22,Corrective,Low,Open,38.17,29056.52,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000664,AST000070,SITE0009,2026-02-25,2026-02-27,2026-03-02,Preventive,Critical,Cancelled,56.28,44418.82,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000665,AST000076,SITE0010,2026-03-29,2026-03-31,2026-04-03,Inspection,High,Open,17.38,6768.37,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000666,AST000120,SITE0015,2026-02-22,2026-02-23,2026-03-14,Inspection,High,Completed,49.29,30227.00,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000667,AST000238,SITE0028,2026-04-29,2026-05-06,2026-05-01,preventive ,Critical,Open,42.13,33519.63,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000668,AST000106,SITE0013,2026-01-05,2026-01-08,2026-01-15,Preventive,Medium,Cancelled,33.17,29489.41,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000669,AST000207,SITE0025,2026-04-21,2026-04-23,2026-04-23,Emergency,High,Completed,12.21,31863.47,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000670,AST000128,SITE0016,2026-05-23,2026-05-30,2026-05-28,Inspection,Low,Completed,50.13,44097.70,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000671,AST000035,SITE0005,2026-01-19,2026-01-27,2026-02-28,Emergency,High,open ,54.10,18256.74,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000672,AST000014,SITE0002,2026-04-20,2026-04-28,2026-05-10,Preventive,medium ,open ,0.95,43992.61,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000673,AST000009,SITE0002,2026-04-03,2026-04-12,,Emergency,medium ,Cancelled,48.36,5603.70,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000674,AST000075,SITE0010,2026-02-20,2026-03-02,2026-03-02,Corrective,medium ,Open,20.95,20310.70,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000675,AST000124,SITE0015,2026-03-14,2026-03-23,2026-03-19,Emergency,medium ,Open,66.79,35805.23,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000676,AST000202,SITE0024,2026-04-05,2026-04-13,2026-04-15,preventive ,Medium,Completed,76.78,1568.93,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000677,AST000052,SITE0007,2026-03-19,2026-03-19,2026-03-29,Emergency,Low,Cancelled,66.97,37329.56,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000678,AST000081,SITE0010,2026-02-10,2026-02-10,2026-02-12,Inspection,Medium,In Progress,24.96,27465.12,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000679,AST000056,SITE0007,2026-05-11,2026-05-15,2026-06-20,Corrective,Low,Open,20.34,34308.20,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000680,AST000075,SITE0010,2026-04-01,2026-04-02,2026-04-02,Preventive,High,Completed,36.36,32440.23,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000681,AST000045,SITE0006,2026-03-03,2026-03-08,2026-03-04,Corrective,medium ,Completed,10.01,21660.42,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000682,AST000054,SITE_BAD,2026-01-16,2026-01-19,2026-01-17,Corrective,Medium,open ,13.77,9389.57,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000683,AST000100,SITE0012,2026-05-08,2026-05-10,2026-05-10,preventive ,Critical,open ,6.11,610.78,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000684,AST000057,SITE0007,2026-01-25,2026-01-30,2026-01-26,Emergency,Critical,Open,64.11,15622.94,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000685,AST000047,SITE0006,2026-04-28,2026-05-01,2026-05-18,Preventive,Critical,open ,24.81,1113.14,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000686,AST000240,SITE0028,2026-04-22,2026-04-25,2026-04-27,Preventive,medium ,Completed,14.33,16443.47,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000687,AST000079,SITE0010,2026-04-23,2026-05-01,2026-05-03,Emergency,High,open ,52.17,32919.25,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000688,AST000093,SITE0012,2026-01-11,2026-01-18,2026-02-20,Preventive,medium ,Cancelled,75.34,10501.00,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000689,AST000035,SITE0005,2026-02-01,2026-02-07,2026-02-11,Preventive,Critical,open ,27.77,42986.87,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000690,AST000061,SITE0008,2026-02-04,2026-02-04,2026-02-09,Corrective,Low,Cancelled,2.35,29771.77,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000691,AST000138,SITE0017,2026-04-30,2026-04-30,2026-05-05,Preventive,Low,Completed,26.26,18692.81,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000692,AST000196,SITE0023,2026-01-14,2026-01-24,2026-01-24,Preventive,medium ,Cancelled,37.13,41411.02,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000693,AST000100,SITE0012,2026-01-28,2026-02-01,2026-01-30,Corrective,Medium,Open,61.03,41796.07,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000694,AST000245,SITE0029,2026-05-09,2026-05-16,2026-05-14,Inspection,High,Completed,39.26,26871.62,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000695,AST000083,SITE0010,2026-01-14,2026-01-14,2026-01-16,Emergency,Low,Cancelled,64.06,11914.21,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000696,AST000165,SITE0020,2026-04-10,2026-04-15,2026-04-20,Emergency,Critical,Cancelled,76.70,24265.08,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000697,AST000015,SITE0002,2026-04-26,2026-05-01,,Preventive,Critical,Open,15.30,15633.20,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000698,AST000130,SITE0016,2026-05-05,2026-05-09,2026-05-07,preventive ,Low,open ,3.61,42865.35,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000699,AST000062,SITE0008,2026-05-07,2026-05-16,2026-05-17,Emergency,Medium,In Progress,25.03,15444.36,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000700,AST000087,SITE0011,2026-02-14,2026-02-16,2026-02-15,Emergency,Medium,Cancelled,44.68,8547.69,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
